Data File	C:\Users\GPC\Documents\OmniSEC Data\Salty\2023 01 Jan\2023-02-16_15;04;39_230216_SS_P-SS065_01.vdt
Sample ID	230216 SS P-SS065
Method File Name	202301JanCalibration-0011.vcm
Date Acquired	Feb 16, 2023 - 15:04:39
Solvent	THF
Operator	admin : Administrator
Column Set	GMHxl
System	Salty
Flow Rate (ml/min)	 1.000
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00333
Det. Temp (Deg C)	 0.000
Col. Temp (Deg C)	35.000

Parameter	Input	Calculated
Sample Conc. (mg/ml)	 0.800	0.0
Sample Recovery()	0.0	 0.000
Sample dn/dc (ml/g)	 0.000	 0.000
Sample dA/dc (ml/g)	 0.000	 0.000
Initial IP	29.140

Ret. Vol.	 17.12
Mn - (Daltons)	 18325
Mw - (Daltons)	 28032
Mz - (Daltons)	 39177
Mp - (Daltons)	 27717
IV - (dl/g)	0.0000
Radius - (nm)	  0.00
RI Area - (mvml)	279.15
UV Area - (mvml)	  0.00
RALS Area - (mvml)	  0.00
LALS Area - (mvml)	  0.00
DP Area - (mvml)	  0.00
Wt Fr. (A)	 0.000
Wt Fr. (Peak)	 1.000
M-H a	 0.000
M-H logK	 0.000
Bn - (per molecule)	 0.000

Ret. Vol.	RI	UV	IV - DP	IV -  IP	Adjusted RI	Adjusted UV	Adjusted IV - DP	Adjusted IV -  IP	Molecular Weight	Cumulative Weight Fraction	Normalized Wt Fr	Normalized Mole Fraction	Conc.	WF/dLogM
18.04000	85.574	154.867	297.266	28.85464	67.458	166.926	 2.445	28.85464	4.1506	0.8244	0.2417	0.3130	2.4165e-001	2.4165e-001	7.44264e-001
18.04334	85.314	154.530	297.250	28.85464	67.196	166.590	 2.430	28.85464	4.1496	0.8252	0.2407	0.3126	2.4071e-001	2.4071e-001	7.41251e-001
18.04667	85.025	154.192	297.235	28.85525	66.904	166.255	 2.415	28.85525	4.1485	0.8260	0.2397	0.3120	2.3967e-001	2.3967e-001	7.37902e-001
18.05000	84.719	153.854	297.204	28.85708	66.596	165.919	 2.384	28.85708	4.1474	0.8268	0.2386	0.3114	2.3857e-001	2.3857e-001	7.34385e-001
18.05334	84.460	153.516	297.174	28.85708	66.334	165.584	 2.353	28.85708	4.1463	0.8276	0.2376	0.3109	2.3763e-001	2.3763e-001	7.27353e-001
18.05667	84.109	153.172	297.159	28.85647	65.981	165.242	 2.338	28.85647	4.1452	0.8284	0.2364	0.3100	2.3636e-001	2.3636e-001	7.27353e-001
18.06000	83.758	152.728	297.143	28.85586	65.628	164.800	 2.323	28.85586	4.1441	0.8291	0.2351	0.3091	2.3510e-001	2.3510e-001	7.23334e-001
18.06334	83.468	152.284	297.128	28.85586	65.335	164.358	 2.307	28.85586	4.1431	0.8299	0.2341	0.3085	2.3405e-001	2.3405e-001	7.19988e-001
18.06667	83.132	151.839	297.098	28.85525	64.997	163.916	 2.277	28.85525	4.1420	0.8307	0.2328	0.3077	2.3284e-001	2.3284e-001	7.16138e-001
18.07000	82.781	151.395	297.082	28.85403	64.644	163.473	 2.262	28.85403	4.1409	0.8315	0.2316	0.3068	2.3157e-001	2.3157e-001	7.12121e-001
18.07334	82.522	150.952	297.082	28.85281	64.382	163.032	 2.262	28.85281	4.1398	0.8322	0.2306	0.3063	2.3063e-001	2.3063e-001	7.09114e-001
18.07667	82.263	150.522	297.082	28.85281	64.120	162.604	 2.262	28.85281	4.1387	0.8330	0.2297	0.3058	2.2970e-001	2.2970e-001	7.06107e-001
18.08000	81.896	150.091	297.082	28.85281	63.752	162.176	 2.261	28.85281	4.1376	0.8338	0.2284	0.3048	2.2838e-001	2.2838e-001	7.01924e-001
18.08334	81.606	149.661	297.067	28.85281	63.459	161.748	 2.246	28.85281	4.1366	0.8345	0.2273	0.3042	2.2733e-001	2.2733e-001	6.98582e-001
18.08667	81.317	149.231	297.052	28.85220	63.167	161.320	 2.231	28.85220	4.1355	0.8353	0.2263	0.3035	2.2628e-001	2.2628e-001	6.95242e-001
18.09000	81.011	148.802	297.052	28.85159	62.860	160.894	 2.231	28.85159	4.1344	0.8360	0.2252	0.3028	2.2518e-001	2.2518e-001	6.91734e-001
18.09334	80.660	148.386	297.052	28.85220	62.506	160.480	 2.231	28.85220	4.1333	0.8368	0.2239	0.3019	2.2391e-001	2.2391e-001	6.87723e-001
18.09667	80.401	147.970	297.006	28.85281	62.245	160.066	 2.185	28.85281	4.1322	0.8375	0.2230	0.3014	2.2298e-001	2.2298e-001	6.82053e-001
18.10000	80.172	147.553	296.991	28.85159	62.013	159.652	 2.170	28.85159	4.1311	0.8383	0.2222	0.3010	2.2215e-001	2.2215e-001	6.82053e-001
18.10334	79.852	147.137	296.991	28.85098	61.690	159.238	 2.170	28.85098	4.1300	0.8390	0.2210	0.3002	2.2099e-001	2.2099e-001	6.78380e-001
18.10667	79.577	146.722	296.991	28.85098	61.413	158.825	 2.170	28.85098	4.1290	0.8397	0.2200	0.2996	2.2000e-001	2.2000e-001	6.75211e-001
18.11000	79.348	146.320	296.976	28.85098	61.182	158.425	 2.154	28.85098	4.1279	0.8405	0.2192	0.2992	2.1917e-001	2.1917e-001	6.72546e-001
18.11334	79.104	145.918	296.976	28.85098	60.936	158.025	 2.154	28.85098	4.1268	0.8412	0.2183	0.2987	2.1829e-001	2.1829e-001	6.69714e-001
18.11667	78.814	145.515	296.960	28.85098	60.643	157.625	 2.139	28.85098	4.1257	0.8419	0.2172	0.2981	2.1724e-001	2.1724e-001	6.66380e-001
18.12000	78.555	145.113	296.960	28.85037	60.382	157.224	 2.139	28.85037	4.1246	0.8426	0.2163	0.2975	2.1630e-001	2.1630e-001	6.63381e-001
18.12334	78.326	144.711	296.945	28.85159	60.150	156.824	 2.124	28.85159	4.1235	0.8433	0.2155	0.2971	2.1548e-001	2.1548e-001	6.60719e-001
18.12667	78.005	144.310	296.930	28.85220	59.828	156.426	 2.108	28.85220	4.1224	0.8441	0.2143	0.2963	2.1432e-001	2.1432e-001	6.57051e-001
18.13000	77.731	143.909	296.899	28.85159	59.551	156.028	 2.078	28.85159	4.1213	0.8448	0.2133	0.2956	2.1333e-001	2.1333e-001	6.53887e-001
18.13334	77.441	143.509	296.884	28.85098	59.258	155.629	 2.062	28.85098	4.1203	0.8455	0.2123	0.2949	2.1228e-001	2.1228e-001	6.50556e-001
18.13667	77.197	143.108	296.869	28.85098	59.012	155.231	 2.047	28.85098	4.1192	0.8462	0.2114	0.2944	2.1140e-001	2.1140e-001	6.47729e-001
18.14000	76.907	142.713	296.854	28.85098	58.719	154.838	 2.032	28.85098	4.1181	0.8469	0.2104	0.2937	2.1035e-001	2.1035e-001	6.44399e-001
18.14334	76.678	142.349	296.808	28.85037	58.488	154.476	 1.986	28.85037	4.1170	0.8476	0.2095	0.2933	2.0952e-001	2.0952e-001	6.39082e-001
18.14667	76.449	141.986	296.777	28.84976	58.257	154.115	 1.955	28.84976	4.1159	0.8483	0.2087	0.2929	2.0869e-001	2.0869e-001	6.39082e-001
18.15000	76.189	141.622	296.777	28.84854	57.995	153.753	 1.955	28.84854	4.1148	0.8490	0.2078	0.2923	2.0775e-001	2.0775e-001	6.36090e-001
18.15334	75.915	141.258	296.762	28.84793	57.718	153.392	 1.940	28.84793	4.1137	0.8497	0.2068	0.2916	2.0676e-001	2.0676e-001	6.32931e-001
18.15667	75.655	140.882	296.747	28.84670	57.456	153.018	 1.925	28.84670	4.1126	0.8503	0.2058	0.2910	2.0582e-001	2.0582e-001	6.29940e-001
18.16000	75.442	140.438	296.731	28.84548	57.240	152.577	 1.909	28.84548	4.1116	0.8510	0.2051	0.2906	2.0505e-001	2.0505e-001	6.27451e-001
18.16334	75.121	139.995	296.731	28.84365	56.918	152.135	 1.909	28.84365	4.1105	0.8517	0.2039	0.2897	2.0389e-001	2.0389e-001	6.23792e-001
18.16667	74.877	139.551	296.731	28.84304	56.671	151.694	 1.909	28.84304	4.1094	0.8524	0.2030	0.2892	2.0301e-001	2.0301e-001	6.20971e-001
18.17000	74.648	139.107	296.716	28.84365	56.440	151.252	 1.894	28.84365	4.1083	0.8531	0.2022	0.2887	2.0218e-001	2.0218e-001	6.18317e-001
18.17334	74.404	138.682	296.670	28.84365	56.193	150.829	 1.848	28.84365	4.1072	0.8537	0.2013	0.2882	2.0130e-001	2.0130e-001	6.15497e-001
18.17667	74.145	138.345	296.670	28.84304	55.931	150.494	 1.848	28.84304	4.1061	0.8544	0.2004	0.2876	2.0036e-001	2.0036e-001	6.12510e-001
18.18000	73.916	138.008	296.670	28.84182	55.700	150.159	 1.848	28.84182	4.1050	0.8551	0.1995	0.2871	1.9953e-001	1.9953e-001	6.09858e-001
18.18334	73.702	137.671	296.655	28.84182	55.484	149.825	 1.833	28.84182	4.1039	0.8557	0.1988	0.2867	1.9876e-001	1.9876e-001	6.07374e-001
18.18667	73.428	137.334	296.640	28.84182	55.207	149.490	 1.817	28.84182	4.1028	0.8564	0.1978	0.2860	1.9777e-001	1.9777e-001	6.04222e-001
18.19000	73.183	136.984	296.640	28.84121	54.961	149.142	 1.817	28.84121	4.1017	0.8570	0.1969	0.2854	1.9688e-001	1.9688e-001	6.01405e-001
18.19334	72.939	136.579	296.625	28.83938	54.714	148.739	 1.802	28.83938	4.1006	0.8577	0.1960	0.2849	1.9600e-001	1.9600e-001	5.95606e-001
18.19667	72.680	136.174	296.625	28.83938	54.452	148.336	 1.802	28.83938	4.0996	0.8583	0.1951	0.2842	1.9506e-001	1.9506e-001	5.95606e-001
18.20000	72.420	135.769	296.625	28.83938	54.191	147.933	 1.802	28.83938	4.0985	0.8590	0.1941	0.2836	1.9413e-001	1.9413e-001	5.92625e-001
18.20334	72.207	135.363	296.609	28.83938	53.975	147.530	 1.787	28.83938	4.0974	0.8596	0.1934	0.2832	1.9335e-001	1.9335e-001	5.90144e-001
18.20667	71.978	134.968	296.594	28.83877	53.743	147.137	 1.771	28.83877	4.0963	0.8603	0.1925	0.2827	1.9252e-001	1.9252e-001	5.87498e-001
18.21000	71.718	134.611	296.594	28.83877	53.482	146.782	 1.771	28.83877	4.0952	0.8609	0.1916	0.2820	1.9159e-001	1.9159e-001	5.84518e-001
18.21334	71.474	134.254	296.594	28.83938	53.235	146.427	 1.771	28.83938	4.0941	0.8616	0.1907	0.2814	1.9070e-001	1.9070e-001	5.81706e-001
18.21667	71.261	133.896	296.564	28.84060	53.019	146.072	 1.741	28.84060	4.0930	0.8622	0.1899	0.2810	1.8993e-001	1.8993e-001	5.79228e-001
18.22000	71.017	133.539	296.548	28.84060	52.773	145.717	 1.725	28.84060	4.0919	0.8628	0.1890	0.2804	1.8905e-001	1.8905e-001	5.76418e-001
18.22334	70.757	133.170	296.548	28.84060	52.511	145.350	 1.725	28.84060	4.0908	0.8634	0.1881	0.2797	1.8811e-001	1.8811e-001	5.73441e-001
18.22667	70.544	132.757	296.548	28.84121	52.295	144.939	 1.725	28.84121	4.0897	0.8641	0.1873	0.2792	1.8733e-001	1.8733e-001	5.70965e-001
18.23000	70.345	132.344	296.533	28.84243	52.094	144.528	 1.710	28.84243	4.0886	0.8647	0.1866	0.2789	1.8662e-001	1.8662e-001	5.68657e-001
18.23334	70.086	131.931	296.518	28.84243	51.832	144.117	 1.695	28.84243	4.0875	0.8653	0.1857	0.2782	1.8568e-001	1.8568e-001	5.65682e-001
18.23667	69.903	131.518	296.503	28.84121	51.647	143.707	 1.679	28.84121	4.0864	0.8659	0.1850	0.2779	1.8501e-001	1.8501e-001	5.63541e-001
18.24000	69.659	131.119	296.503	28.83999	51.400	143.310	 1.679	28.83999	4.0853	0.8665	0.1841	0.2772	1.8413e-001	1.8413e-001	5.60735e-001
18.24334	69.414	130.764	296.503	28.83999	51.154	142.958	 1.679	28.83999	4.0842	0.8672	0.1832	0.2766	1.8325e-001	1.8325e-001	5.55458e-001
18.24667	69.201	130.410	296.487	28.83999	50.938	142.606	 1.664	28.83999	4.0831	0.8678	0.1825	0.2761	1.8247e-001	1.8247e-001	5.55458e-001
18.25000	68.987	130.056	296.442	28.83938	50.722	142.254	 1.618	28.83938	4.0821	0.8684	0.1817	0.2756	1.8170e-001	1.8170e-001	5.52986e-001
18.25334	68.758	129.702	296.426	28.83816	50.491	141.902	 1.603	28.83816	4.0810	0.8690	0.1809	0.2751	1.8087e-001	1.8087e-001	5.50349e-001
18.25667	68.575	129.360	296.411	28.83816	50.305	141.562	 1.587	28.83816	4.0799	0.8696	0.1802	0.2748	1.8021e-001	1.8021e-001	5.48212e-001
18.26000	68.392	129.053	296.380	28.83816	50.120	141.257	 1.557	28.83816	4.0788	0.8702	0.1795	0.2744	1.7954e-001	1.7954e-001	5.46075e-001
18.26334	68.178	128.746	296.365	28.83816	49.904	140.952	 1.542	28.83816	4.0777	0.8708	0.1788	0.2739	1.7877e-001	1.7877e-001	5.43606e-001
18.26667	67.980	128.438	296.365	28.83694	49.703	140.647	 1.541	28.83694	4.0766	0.8714	0.1781	0.2735	1.7805e-001	1.7805e-001	5.41304e-001
18.27000	67.736	128.131	296.380	28.83694	49.456	140.342	 1.557	28.83694	4.0755	0.8719	0.1772	0.2729	1.7717e-001	1.7717e-001	5.38505e-001
18.27334	67.492	127.812	296.396	28.83694	49.210	140.025	 1.572	28.83694	4.0744	0.8725	0.1763	0.2722	1.7628e-001	1.7628e-001	5.35706e-001
18.27667	67.248	127.460	296.396	28.83816	48.963	139.676	 1.572	28.83816	4.0733	0.8731	0.1754	0.2715	1.7540e-001	1.7540e-001	5.32908e-001
18.28000	67.034	127.109	296.365	28.83816	48.747	139.327	 1.541	28.83816	4.0722	0.8737	0.1746	0.2710	1.7463e-001	1.7463e-001	5.30442e-001
18.28334	66.820	126.758	296.380	28.83755	48.531	138.978	 1.556	28.83755	4.0711	0.8743	0.1739	0.2705	1.7385e-001	1.7385e-001	5.27978e-001
18.28667	66.576	126.406	296.380	28.83755	48.285	138.628	 1.556	28.83755	4.0700	0.8749	0.1730	0.2698	1.7297e-001	1.7297e-001	5.25182e-001
18.29000	66.393	126.075	296.365	28.83877	48.099	138.299	 1.541	28.83877	4.0689	0.8754	0.1723	0.2694	1.7230e-001	1.7230e-001	5.23051e-001
18.29334	66.240	125.792	296.335	28.83938	47.944	138.019	 1.511	28.83938	4.0678	0.8760	0.1718	0.2692	1.7175e-001	1.7175e-001	5.18790e-001
18.29667	66.027	125.510	296.319	28.83816	47.728	137.739	 1.495	28.83816	4.0667	0.8766	0.1710	0.2687	1.7098e-001	1.7098e-001	5.18790e-001
18.30000	65.813	125.227	296.304	28.83816	47.512	137.459	 1.480	28.83816	4.0656	0.8771	0.1702	0.2682	1.7020e-001	1.7020e-001	5.16329e-001
18.30334	65.645	124.945	296.289	28.83816	47.342	137.178	 1.465	28.83816	4.0645	0.8777	0.1696	0.2679	1.6959e-001	1.6959e-001	5.14366e-001
18.30667	65.477	124.632	296.274	28.83816	47.172	136.868	 1.449	28.83816	4.0634	0.8783	0.1690	0.2676	1.6898e-001	1.6898e-001	5.12403e-001
18.31000	65.218	124.250	296.258	28.83694	46.910	136.487	 1.434	28.83694	4.0623	0.8788	0.1680	0.2668	1.6805e-001	1.6805e-001	5.09447e-001
18.31334	65.035	123.867	296.258	28.83633	46.725	136.107	 1.434	28.83633	4.0612	0.8794	0.1674	0.2664	1.6738e-001	1.6738e-001	5.07320e-001
18.31667	64.821	123.484	296.274	28.83633	46.509	135.727	 1.449	28.83633	4.0601	0.8799	0.1666	0.2659	1.6661e-001	1.6661e-001	5.04862e-001
18.32000	64.669	123.102	296.274	28.83755	46.354	135.346	 1.449	28.83755	4.0590	0.8805	0.1661	0.2656	1.6605e-001	1.6605e-001	5.03068e-001
18.32334	64.440	122.734	296.258	28.83816	46.122	134.981	 1.434	28.83816	4.0579	0.8810	0.1652	0.2650	1.6522e-001	1.6522e-001	5.00446e-001
18.32667	64.257	122.398	296.243	28.83755	45.937	134.647	 1.418	28.83755	4.0568	0.8816	0.1646	0.2646	1.6456e-001	1.6456e-001	4.98322e-001
18.33000	64.028	122.062	296.243	28.83755	45.706	134.313	 1.418	28.83755	4.0557	0.8821	0.1637	0.2639	1.6373e-001	1.6373e-001	4.95701e-001
18.33334	63.875	121.726	296.228	28.83755	45.551	133.979	 1.403	28.83755	4.0546	0.8827	0.1632	0.2637	1.6318e-001	1.6318e-001	4.93909e-001
18.33667	63.631	121.389	296.197	28.83755	45.304	133.645	 1.373	28.83755	4.0535	0.8832	0.1623	0.2629	1.6229e-001	1.6229e-001	4.91125e-001
18.34000	63.448	121.027	296.167	28.83694	45.119	133.285	 1.342	28.83694	4.0524	0.8838	0.1616	0.2625	1.6163e-001	1.6163e-001	4.89003e-001
18.34334	63.250	120.614	296.167	28.83633	44.918	132.874	 1.342	28.83633	4.0513	0.8843	0.1609	0.2620	1.6091e-001	1.6091e-001	4.86716e-001
18.34667	63.097	120.202	296.167	28.83572	44.763	132.464	 1.342	28.83572	4.0502	0.8848	0.1604	0.2618	1.6035e-001	1.6035e-001	4.84926e-001
18.35000	62.853	119.789	296.167	28.83572	44.517	132.053	 1.342	28.83572	4.0491	0.8854	0.1595	0.2610	1.5947e-001	1.5947e-001	4.80191e-001
18.35334	62.685	119.376	296.167	28.83511	44.346	131.642	 1.342	28.83511	4.0480	0.8859	0.1589	0.2607	1.5886e-001	1.5886e-001	4.80191e-001
18.35667	62.502	119.027	296.167	28.83389	44.161	131.296	 1.342	28.83389	4.0469	0.8864	0.1582	0.2602	1.5820e-001	1.5820e-001	4.78073e-001
18.36000	62.288	118.793	296.167	28.83267	43.945	131.064	 1.342	28.83267	4.0458	0.8869	0.1574	0.2596	1.5742e-001	1.5742e-001	4.75624e-001
18.36334	62.075	118.560	296.182	28.83206	43.729	130.833	 1.357	28.83206	4.0447	0.8875	0.1566	0.2590	1.5665e-001	1.5665e-001	4.73177e-001
18.36667	61.907	118.327	296.152	28.83206	43.559	130.602	 1.326	28.83206	4.0436	0.8880	0.1560	0.2587	1.5604e-001	1.5604e-001	4.71226e-001
18.37000	61.739	118.093	296.136	28.83145	43.388	130.371	 1.311	28.83145	4.0425	0.8885	0.1554	0.2583	1.5543e-001	1.5543e-001	4.69275e-001
18.37334	61.525	117.810	296.136	28.83022	43.172	130.090	 1.311	28.83022	4.0414	0.8890	0.1547	0.2577	1.5466e-001	1.5466e-001	4.66830e-001
18.37667	61.357	117.445	296.136	28.83022	43.002	129.727	 1.311	28.83022	4.0403	0.8895	0.1540	0.2573	1.5405e-001	1.5405e-001	4.64880e-001
18.38000	61.205	117.079	296.121	28.83084	42.847	129.364	 1.296	28.83084	4.0391	0.8901	0.1535	0.2570	1.5349e-001	1.5349e-001	4.63096e-001
18.38334	60.961	116.714	296.121	28.83084	42.601	129.000	 1.296	28.83084	4.0380	0.8906	0.1526	0.2562	1.5261e-001	1.5261e-001	4.60323e-001
18.38667	60.732	116.348	296.091	28.83022	42.369	128.637	 1.265	28.83022	4.0369	0.8911	0.1518	0.2555	1.5178e-001	1.5178e-001	4.57716e-001
18.39000	60.564	116.013	296.075	28.82961	42.199	128.304	 1.250	28.82961	4.0358	0.8916	0.1512	0.2551	1.5117e-001	1.5117e-001	4.55769e-001
18.39334	60.335	115.726	296.075	28.82961	41.968	128.019	 1.250	28.82961	4.0347	0.8921	0.1503	0.2543	1.5034e-001	1.5034e-001	4.53164e-001
18.39667	60.106	115.439	296.060	28.82961	41.737	127.734	 1.234	28.82961	4.0336	0.8926	0.1495	0.2536	1.4951e-001	1.4951e-001	4.50559e-001
18.40000	59.984	115.152	296.030	28.82900	41.612	127.450	 1.204	28.82900	4.0325	0.8931	0.1491	0.2535	1.4907e-001	1.4907e-001	4.49109e-001
18.40334	59.816	114.865	296.030	28.82839	41.442	127.165	 1.204	28.82839	4.0314	0.8936	0.1485	0.2531	1.4846e-001	1.4846e-001	4.47165e-001
18.40667	59.618	114.565	296.045	28.82839	41.241	126.867	 1.219	28.82839	4.0303	0.8941	0.1477	0.2525	1.4774e-001	1.4774e-001	4.43278e-001
18.41000	59.481	114.246	296.045	28.82900	41.102	126.551	 1.219	28.82900	4.0292	0.8945	0.1472	0.2523	1.4724e-001	1.4724e-001	4.41500e-001
18.41334	59.328	113.927	296.014	28.82961	40.947	126.234	 1.188	28.82961	4.0281	0.8950	0.1467	0.2520	1.4668e-001	1.4668e-001	4.41500e-001
18.41667	59.160	113.608	295.999	28.82961	40.776	125.917	 1.173	28.82961	4.0270	0.8955	0.1461	0.2516	1.4607e-001	1.4607e-001	4.39558e-001
18.42000	58.947	113.289	295.999	28.82961	40.560	125.600	 1.173	28.82961	4.0259	0.8960	0.1453	0.2509	1.4530e-001	1.4530e-001	4.37124e-001
18.42334	58.809	112.985	295.984	28.83022	40.421	125.298	 1.158	28.83022	4.0248	0.8965	0.1448	0.2506	1.4480e-001	1.4480e-001	4.35512e-001
18.42667	58.641	112.700	295.953	28.83084	40.251	125.015	 1.127	28.83084	4.0236	0.8970	0.1442	0.2502	1.4419e-001	1.4419e-001	4.33573e-001
18.43000	58.473	112.415	295.938	28.83022	40.080	124.732	 1.112	28.83022	4.0225	0.8974	0.1436	0.2498	1.4358e-001	1.4358e-001	4.31634e-001
18.43334	58.321	112.130	295.938	28.82961	39.925	124.450	 1.112	28.82961	4.0214	0.8979	0.1430	0.2495	1.4302e-001	1.4302e-001	4.29859e-001
18.43667	58.184	111.845	295.953	28.82900	39.786	124.167	 1.127	28.82900	4.0203	0.8984	0.1425	0.2492	1.4252e-001	1.4252e-001	4.28250e-001
18.44000	58.016	111.541	295.969	28.82961	39.615	123.865	 1.142	28.82961	4.0192	0.8989	0.1419	0.2488	1.4191e-001	1.4191e-001	4.26313e-001
18.44334	57.894	111.214	295.969	28.82961	39.491	123.540	 1.142	28.82961	4.0181	0.8993	0.1415	0.2487	1.4147e-001	1.4147e-001	4.24868e-001
18.44667	57.726	110.886	295.969	28.82961	39.321	123.214	 1.142	28.82961	4.0170	0.8998	0.1409	0.2482	1.4086e-001	1.4086e-001	4.22932e-001
18.45000	57.527	110.558	295.984	28.82961	39.120	122.889	 1.157	28.82961	4.0159	0.9003	0.1401	0.2476	1.4014e-001	1.4014e-001	4.20669e-001
18.45334	57.375	110.231	295.984	28.83022	38.965	122.564	 1.157	28.83022	4.0148	0.9007	0.1396	0.2472	1.3958e-001	1.3958e-001	4.18898e-001
18.45667	57.222	109.913	295.969	28.83084	38.810	122.248	 1.142	28.83084	4.0137	0.9012	0.1390	0.2469	1.3903e-001	1.3903e-001	4.17128e-001
18.46000	56.978	109.609	295.953	28.83145	38.564	121.946	 1.126	28.83145	4.0125	0.9017	0.1381	0.2459	1.3815e-001	1.3815e-001	4.14375e-001
18.46334	56.825	109.304	295.953	28.83206	38.409	121.643	 1.126	28.83206	4.0114	0.9021	0.1376	0.2456	1.3759e-001	1.3759e-001	4.12606e-001
18.46667	56.658	108.999	295.953	28.83267	38.238	121.341	 1.126	28.83267	4.0103	0.9026	0.1370	0.2451	1.3698e-001	1.3698e-001	4.10675e-001
18.47000	56.536	108.694	295.938	28.83389	38.114	121.038	 1.111	28.83389	4.0092	0.9030	0.1365	0.2450	1.3653e-001	1.3653e-001	4.09235e-001
18.47334	56.337	108.406	295.907	28.83511	37.913	120.752	 1.080	28.83511	4.0081	0.9035	0.1358	0.2443	1.3582e-001	1.3582e-001	4.05702e-001
18.47667	56.230	108.134	295.862	28.83511	37.804	120.483	 1.035	28.83511	4.0070	0.9039	0.1354	0.2442	1.3542e-001	1.3542e-001	4.05702e-001
18.48000	56.078	107.863	295.846	28.83511	37.649	120.214	 1.019	28.83511	4.0059	0.9044	0.1349	0.2438	1.3487e-001	1.3487e-001	4.03936e-001
18.48334	55.925	107.592	295.831	28.83572	37.494	119.945	 1.004	28.83572	4.0048	0.9048	0.1343	0.2435	1.3431e-001	1.3431e-001	4.02171e-001
18.48667	55.727	107.321	295.801	28.83633	37.293	119.676	 0.973	28.83633	4.0036	0.9053	0.1336	0.2428	1.3360e-001	1.3360e-001	3.99916e-001
18.49000	55.589	106.997	295.740	28.83633	37.154	119.355	 0.912	28.83633	4.0025	0.9057	0.1331	0.2425	1.3309e-001	1.3309e-001	3.98316e-001
18.49334	55.467	106.619	295.740	28.83633	37.029	118.979	 0.912	28.83633	4.0014	0.9062	0.1327	0.2423	1.3265e-001	1.3265e-001	3.96880e-001
18.49667	55.284	106.241	295.740	28.83633	36.844	118.603	 0.912	28.83633	4.0003	0.9066	0.1320	0.2417	1.3198e-001	1.3198e-001	3.94791e-001
18.50000	55.162	105.863	295.740	28.83816	36.719	118.227	 0.912	28.83816	3.9992	0.9070	0.1315	0.2415	1.3154e-001	1.3154e-001	3.93356e-001
18.50334	55.040	105.485	295.709	28.84060	36.595	117.851	 0.882	28.84060	3.9981	0.9075	0.1311	0.2413	1.3109e-001	1.3109e-001	3.91922e-001
18.50667	54.933	105.151	295.709	28.84243	36.486	117.519	 0.882	28.84243	3.9970	0.9079	0.1307	0.2412	1.3070e-001	1.3070e-001	3.90651e-001
18.51000	54.750	104.860	295.709	28.84426	36.300	117.230	 0.881	28.84426	3.9958	0.9084	0.1300	0.2406	1.3004e-001	1.3004e-001	3.88565e-001
18.51334	54.659	104.569	295.679	28.84731	36.206	116.942	 0.851	28.84731	3.9947	0.9088	0.1297	0.2406	1.2970e-001	1.2970e-001	3.87459e-001
18.51667	54.521	104.279	295.633	28.85037	36.067	116.654	 0.805	28.85037	3.9936	0.9092	0.1292	0.2403	1.2920e-001	1.2920e-001	3.85863e-001
18.52000	54.415	103.988	295.602	28.85220	35.957	116.365	 0.774	28.85220	3.9925	0.9096	0.1288	0.2402	1.2881e-001	1.2881e-001	3.84594e-001
18.52334	54.247	103.703	295.587	28.85281	35.787	116.083	 0.759	28.85281	3.9914	0.9101	0.1282	0.2396	1.2820e-001	1.2820e-001	3.82673e-001
18.52667	54.125	103.424	295.587	28.85403	35.663	115.806	 0.759	28.85403	3.9903	0.9105	0.1278	0.2394	1.2775e-001	1.2775e-001	3.81243e-001
18.53000	53.972	103.145	295.587	28.85586	35.508	115.529	 0.759	28.85586	3.9891	0.9109	0.1272	0.2390	1.2720e-001	1.2720e-001	3.79486e-001
18.53334	53.774	102.866	295.572	28.85708	35.307	115.253	 0.744	28.85708	3.9880	0.9113	0.1265	0.2383	1.2648e-001	1.2648e-001	3.77241e-001
18.53667	53.606	102.587	295.572	28.85891	35.137	114.976	 0.744	28.85891	3.9869	0.9118	0.1259	0.2377	1.2587e-001	1.2587e-001	3.75323e-001
18.54000	53.468	102.315	295.572	28.86135	34.997	114.705	 0.744	28.86135	3.9858	0.9122	0.1254	0.2374	1.2537e-001	1.2537e-001	3.73732e-001
18.54334	53.346	102.047	295.541	28.86502	34.873	114.440	 0.713	28.86502	3.9847	0.9126	0.1249	0.2371	1.2492e-001	1.2492e-001	3.70551e-001
18.54667	53.194	101.780	295.511	28.86929	34.718	114.175	 0.682	28.86929	3.9836	0.9130	0.1244	0.2367	1.2437e-001	1.2437e-001	3.70551e-001
18.55000	53.102	101.512	295.480	28.87234	34.624	113.910	 0.652	28.87234	3.9824	0.9134	0.1240	0.2367	1.2403e-001	1.2403e-001	3.69450e-001
18.55334	52.980	101.245	295.465	28.87356	34.499	113.644	 0.637	28.87356	3.9813	0.9138	0.1236	0.2364	1.2359e-001	1.2359e-001	3.68024e-001
18.55667	52.812	100.943	295.465	28.87478	34.329	113.344	 0.637	28.87478	3.9802	0.9142	0.1230	0.2359	1.2298e-001	1.2298e-001	3.66110e-001
18.56000	52.675	100.612	295.465	28.87661	34.190	113.016	 0.636	28.87661	3.9791	0.9147	0.1225	0.2355	1.2248e-001	1.2248e-001	3.64522e-001
