Data File	C:\Users\GPC\Documents\OmniSEC Data\Salty\2023 01 Jan\2023-02-16_15;04;39_230216_SS_P-SS065_01.vdt
Sample ID	230216 SS P-SS065
Method File Name	202301JanCalibration-0011.vcm
Date Acquired	Feb 16, 2023 - 15:04:39
Solvent	THF
Operator	admin : Administrator
Column Set	GMHxl
System	Salty
Flow Rate (ml/min)	 1.000
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00333
Det. Temp (Deg C)	 0.000
Col. Temp (Deg C)	35.000

Parameter	Input	Calculated
Sample Conc. (mg/ml)	 0.800	0.0
Sample Recovery()	0.0	 0.000
Sample dn/dc (ml/g)	 0.000	 0.000
Sample dA/dc (ml/g)	 0.000	 0.000
Initial IP	29.140

Ret. Vol.	 17.12
Mn - (Daltons)	 18325
Mw - (Daltons)	 28032
Mz - (Daltons)	 39177
Mp - (Daltons)	 27717
IV - (dl/g)	0.0000
Radius - (nm)	  0.00
RI Area - (mvml)	279.15
UV Area - (mvml)	  0.00
RALS Area - (mvml)	  0.00
LALS Area - (mvml)	  0.00
DP Area - (mvml)	  0.00
Wt Fr. (A)	 0.000
Wt Fr. (Peak)	 1.000
M-H a	 0.000
M-H logK	 0.000
Bn - (per molecule)	 0.000

Ret. Vol.	RI	UV	IV - DP	IV -  IP	Adjusted RI	Adjusted UV	Adjusted IV - DP	Adjusted IV -  IP	Molecular Weight	Cumulative Weight Fraction	Normalized Wt Fr	Normalized Mole Fraction	Conc.	WF/dLogM
9.04000	16.343	-6.285	294.946	28.83145										
9.04333	16.388	-6.310	294.946	28.83206										
9.04667	16.388	-6.335	294.931	28.83206										
9.05000	16.327	-6.360	294.931	28.83206										
9.05333	16.343	-6.381	294.946	28.83084										
9.05667	16.297	-6.339	294.961	28.83084										
9.06000	16.251	-6.298	294.946	28.83084										
9.06333	16.297	-6.256	294.931	28.83084										
9.06667	16.251	-6.214	294.931	28.82961										
9.07000	16.236	-6.177	294.946	28.82900										
9.07333	16.251	-6.202	294.946	28.82900										
9.07667	16.282	-6.227	294.961	28.82900										
9.08000	16.236	-6.252	294.977	28.82839										
9.08333	16.266	-6.277	295.007	28.82778										
9.08667	16.266	-6.302	295.038	28.82778										
9.09000	16.236	-6.318	295.053	28.82778										
9.09333	16.205	-6.335	295.053	28.82778										
9.09667	16.175	-6.352	295.053	28.82717										
9.10000	16.190	-6.368	295.053	28.82717										
9.10333	16.144	-6.382	295.068	28.82717										
9.10667	16.236	-6.365	295.068	28.82778										
9.11000	16.297	-6.348	295.068	28.82778										
9.11333	16.282	-6.332	295.083	28.82717										
9.11667	16.266	-6.315	295.114	28.82656										
9.12000	16.266	-6.308	295.114	28.82717										
9.12333	16.266	-6.375	295.114	28.82656										
9.12667	16.175	-6.442	295.114	28.82595										
9.13000	16.221	-6.508	295.129	28.82595										
9.13333	16.221	-6.575	295.129	28.82717										
9.13667	16.312	-6.636	295.129	28.82778										
9.14000	16.236	-6.661	295.114	28.82839										
9.14333	16.282	-6.686	295.114	28.82839										
9.14667	16.282	-6.711	295.114	28.82839										
9.15000	16.312	-6.736	295.114	28.82839										
9.15333	16.266	-6.752	295.083	28.82900										
9.15667	16.343	-6.719	295.068	28.82839										
9.16000	16.373	-6.685	295.068	28.82778										
9.16333	16.343	-6.652	295.083	28.82839										
9.16667	16.312	-6.619	295.068	28.82961										
9.17000	16.312	-6.588	295.053	28.82961										
9.17333	16.236	-6.571	295.053	28.82961										
9.17667	16.160	-6.555	295.068	28.83022										
9.18000	16.190	-6.538	295.053	28.83084										
9.18333	16.221	-6.521	295.038	28.83084										
9.18667	16.160	-6.509	295.038	28.83022										
9.19000	16.205	-6.518	295.053	28.83022										
9.19333	16.236	-6.526	295.053	28.83022										
9.19667	16.190	-6.534	295.053	28.83084										
9.20000	16.160	-6.543	295.038	28.83084										
9.20333	16.221	-6.554	295.038	28.83022										
9.20667	16.221	-6.579	295.053	28.83022										
9.21000	16.236	-6.605	295.068	28.83084										
9.21333	16.327	-6.630	295.053	28.83084										
9.21667	16.282	-6.655	295.053	28.83022										
9.22000	16.236	-6.670	295.068	28.83022										
9.22333	16.251	-6.654	295.083	28.83022										
9.22667	16.236	-6.637	295.068	28.83084										
9.23000	16.190	-6.620	295.053	28.83022										
9.23333	16.251	-6.604	295.053	28.82961										
9.23667	16.205	-6.599	295.068	28.82900										
9.24000	16.190	-6.632	295.068	28.82900										
9.24333	16.205	-6.665	295.053	28.82839										
9.24667	16.205	-6.699	295.038	28.82778										
9.25000	16.205	-6.732	295.053	28.82656										
9.25333	16.251	-6.747	295.068	28.82595										
9.25667	16.297	-6.705	295.053	28.82595										
9.26000	16.282	-6.663	295.038	28.82534										
9.26333	16.282	-6.622	295.068	28.82412										
9.26667	16.297	-6.580	295.083	28.82351										
9.27000	16.282	-6.558	295.083	28.82412										
9.27333	16.251	-6.592	295.068	28.82412										
9.27667	16.282	-6.625	295.068	28.82351										
9.28000	16.251	-6.658	295.068	28.82290										
9.28333	16.190	-6.692	295.083	28.82290										
9.28667	16.190	-6.718	295.068	28.82351										
9.29000	16.205	-6.726	295.053	28.82351										
9.29333	16.114	-6.735	295.068	28.82290										
9.29667	16.114	-6.743	295.083	28.82290										
9.30000	16.114	-6.751	295.083	28.82473										
9.30333	16.175	-6.755	295.083	28.82473										
9.30667	16.099	-6.746	295.083	28.82473										
9.31000	16.160	-6.738	295.083	28.82412										
9.31333	16.190	-6.730	295.099	28.82473										
9.31667	16.221	-6.721	295.083	28.82473										
9.32000	16.205	-6.718	295.068	28.82473										
9.32333	16.251	-6.727	295.068	28.82351										
9.32667	16.282	-6.735	295.068	28.82351										
9.33000	16.236	-6.743	295.068	28.82412										
9.33333	16.251	-6.752	295.053	28.82412										
9.33667	16.282	-6.746	295.038	28.82412										
9.34000	16.297	-6.713	295.038	28.82412										
9.34333	16.266	-6.679	295.053	28.82473										
9.34667	16.327	-6.646	295.022	28.82534										
9.35000	16.358	-6.613	294.992	28.82534										
9.35333	16.327	-6.582	294.977	28.82473										
9.35667	16.312	-6.557	294.977	28.82473										
9.36000	16.327	-6.532	294.961	28.82534										
9.36333	16.282	-6.507	294.931	28.82534										
9.36667	16.266	-6.482	294.931	28.82473										
9.37000	16.282	-6.494	294.946	28.82351										
9.37333	16.251	-6.569	294.961	28.82290										
9.37667	16.251	-6.644	294.961	28.82290										
9.38000	16.282	-6.719	294.961	28.82290										
9.38333	16.266	-6.794	294.961	28.82229										
9.38667	16.205	-6.830	294.961	28.82229										
9.39000	16.190	-6.805	294.961	28.82290										
9.39333	16.205	-6.780	294.946	28.82351										
9.39667	16.205	-6.755	294.946	28.82290										
9.40000	16.160	-6.730	294.946	28.82229										
9.40333	16.236	-6.709	294.961	28.82229										
9.40667	16.282	-6.692	294.946	28.82290										
9.41000	16.266	-6.676	294.931	28.82290										
9.41333	16.312	-6.659	294.931	28.82168										
9.41667	16.297	-6.642	294.946	28.82107										
9.42000	16.236	-6.646	294.946	28.82107										
9.42333	16.282	-6.680	294.946	28.82107										
9.42667	16.221	-6.713	294.931	28.81985										
9.43000	16.175	-6.746	294.931	28.81924										
9.43333	16.236	-6.780	294.931	28.81924										
9.43667	16.221	-6.795	294.931	28.81985										
9.44000	16.175	-6.787	294.916	28.81985										
9.44333	16.190	-6.778	294.931	28.81924										
9.44667	16.190	-6.770	294.946	28.81924										
9.45000	16.175	-6.762	294.961	28.81985										
9.45333	16.175	-6.746	294.931	28.82107										
9.45667	16.205	-6.721	294.916	28.82107										
9.46000	16.175	-6.696	294.916	28.82107										
9.46333	16.144	-6.671	294.916	28.82168										
9.46667	16.114	-6.646	294.900	28.82351										
9.47000	16.160	-6.625	294.900	28.82351										
9.47333	16.099	-6.608	294.900	28.82351										
9.47667	16.114	-6.591	294.916	28.82351										
9.48000	16.175	-6.575	294.931	28.82473										
9.48333	16.144	-6.558	294.931	28.82473										
9.48667	16.160	-6.545	294.931	28.82473										
9.49000	16.160	-6.537	294.946	28.82412										
9.49333	16.221	-6.529	294.946	28.82473										
9.49667	16.144	-6.520	294.931	28.82534										
9.50000	16.175	-6.512	294.916	28.82534										
9.50333	16.129	-6.550	294.900	28.82412										
9.50667	16.205	-6.633	294.916	28.82351										
9.51000	16.114	-6.716	294.931	28.82351										
9.51333	16.175	-6.800	294.931	28.82351										
9.51667	16.205	-6.883	294.931	28.82290										
9.52000	16.236	-6.910	294.946	28.82229										
9.52333	16.144	-6.885	294.961	28.82290										
9.52667	16.190	-6.860	294.946	28.82412										
9.53000	16.205	-6.835	294.931	28.82412										
9.53333	16.144	-6.810	294.931	28.82351										
9.53667	16.144	-6.781	294.946	28.82351										
9.54000	16.190	-6.747	294.946	28.82412										
9.54333	16.236	-6.714	294.931	28.82473										
9.54667	16.205	-6.681	294.916	28.82473										
9.55000	16.236	-6.647	294.916	28.82473										
9.55333	16.266	-6.646	294.916	28.82534										
9.55667	16.221	-6.671	294.900	28.82595										
9.56000	16.205	-6.696	294.885	28.82534										
9.56333	16.221	-6.721	294.900	28.82534										
9.56667	16.190	-6.746	294.916	28.82595										
9.57000	16.129	-6.785	294.931	28.82778										
9.57333	16.221	-6.835	294.931	28.83084										
9.57667	16.190	-6.885	294.931	28.83450										
9.58000	16.175	-6.935	294.916	28.83816										
9.58333	16.266	-6.985	294.900	28.84304										
9.58667	16.297	-6.972	294.855	28.84976										
9.59000	16.312	-6.914	294.809	28.85647										
9.59333	16.404	-6.855	294.778	28.86318										
9.59667	16.419	-6.797	294.763	28.87051										
9.60000	16.465	-6.739	294.733	28.87783										
9.60333	16.556	-6.711	294.687	28.88394										
9.60667	16.572	-6.702	294.626	28.88638										
9.61000	16.587	-6.694	294.595	28.88760										
9.61333	16.633	-6.686	294.580	28.88821										
9.61667	16.617	-6.677	294.565	28.88943										
9.62000	16.602	-6.705	294.549	28.89065										
9.62333	16.617	-6.755	294.549	28.89248										
9.62667	16.648	-6.805	294.549	28.89553										
9.63000	16.617	-6.855	294.519	28.89981										
9.63333	16.663	-6.905	294.473	28.90530										
9.63667	16.694	-6.923	294.443	28.90896										
9.64000	16.724	-6.923	294.427	28.91262										
9.64333	16.724	-6.923	294.397	28.91568										
9.64667	16.785	-6.923	294.382	28.91873										
9.65000	16.831	-6.923	294.366	28.91934										
9.65333	16.800	-6.923	294.366	28.91873										
9.65667	16.770	-6.923	294.366	28.91751										
9.66000	16.755	-6.923	294.382	28.91690										
9.66333	16.770	-6.923	294.366	28.91507										
9.66667	16.709	-6.923	294.366	28.91201										
9.67000	16.694	-6.901	294.366	28.90896										
9.67333	16.694	-6.868	294.382	28.90652										
9.67667	16.633	-6.834	294.382	28.90408										
9.68000	16.587	-6.801	294.382	28.90164										
9.68333	16.556	-6.768	294.382	28.89798										
9.68667	16.541	-6.786	294.397	28.89431										
9.69000	16.495	-6.827	294.412	28.89187										
9.69333	16.511	-6.869	294.412	28.88882										
9.69667	16.511	-6.910	294.427	28.88577										
9.70000	16.465	-6.952	294.443	28.88272										
9.70333	16.449	-6.953	294.443	28.87906										
9.70667	16.434	-6.936	294.443	28.87661										
9.71000	16.449	-6.920	294.458	28.87417										
9.71333	16.404	-6.903	294.473	28.86929										
9.71667	16.419	-6.886	294.519	28.86624										
9.72000	16.434	-6.905	294.580	28.86563										
9.72333	16.373	-6.939	294.610	28.86319										
9.72667	16.327	-6.972	294.610	28.86013										
9.73000	16.327	-7.005	294.610	28.85830										
9.73333	16.297	-7.039	294.610	28.85647										
9.73667	16.282	-7.005	294.595	28.85525										
9.74000	16.327	-6.946	294.580	28.85464										
9.74333	16.373	-6.888	294.580	28.85342										
9.74667	16.358	-6.830	294.610	28.85220										
9.75000	16.373	-6.772	294.626	28.85220										
9.75333	16.358	-6.795	294.641	28.85159										
9.75667	16.297	-6.845	294.641	28.85037										
9.76000	16.251	-6.895	294.671	28.84915										
9.76333	16.266	-6.944	294.687	28.84915										
9.76667	16.175	-6.994	294.702	28.84915										
9.77000	16.160	-7.012	294.687	28.84915										
9.77333	16.221	-7.021	294.687	28.84793										
9.77667	16.160	-7.029	294.687	28.84670										
9.78000	16.114	-7.037	294.687	28.84609										
9.78333	16.190	-7.046	294.671	28.84548										
9.78667	16.160	-7.028	294.671	28.84426										
9.79000	16.099	-7.003	294.687	28.84304										
9.79333	16.114	-6.978	294.702	28.84243										
9.79667	16.160	-6.953	294.702	28.84243										
9.80000	16.160	-6.928	294.687	28.84304										
9.80333	16.205	-6.956	294.671	28.84243										
9.80667	16.282	-6.998	294.671	28.84182										
9.81000	16.282	-7.040	294.671	28.84243										
9.81333	16.236	-7.081	294.656	28.84304										
9.81667	16.266	-7.123	294.626	28.84243										
9.82000	16.205	-7.110	294.626	28.84121										
9.82333	16.175	-7.085	294.641	28.84060										
9.82667	16.205	-7.060	294.641	28.84060										
9.83000	16.190	-7.035	294.656	28.84060										
9.83333	16.114	-7.010	294.671	28.83877										
9.83667	16.099	-6.999	294.687	28.83816										
9.84000	16.099	-6.991	294.702	28.83816										
9.84333	16.068	-6.982	294.702	28.83877										
9.84667	16.068	-6.974	294.687	28.83755										
9.85000	16.114	-6.966	294.717	28.83694										
9.85333	16.099	-6.993	294.748	28.83694										
9.85667	16.053	-7.026	294.763	28.83755										
9.86000	16.053	-7.060	294.763	28.83694										
9.86333	16.099	-7.093	294.763	28.83633										
9.86667	16.053	-7.126	294.763	28.83633										
9.87000	16.083	-7.131	294.763	28.83694										
9.87333	16.129	-7.131	294.748	28.83816										
9.87667	16.160	-7.131	294.733	28.83877										
9.88000	16.114	-7.131	294.733	28.83877										
9.88333	16.129	-7.131	294.733	28.83938										
9.88667	16.190	-7.108	294.717	28.84060										
9.89000	16.144	-7.083	294.702	28.84182										
9.89333	16.114	-7.059	294.671	28.84243										
9.89667	16.114	-7.034	294.671	28.84304										
9.90000	16.160	-7.009	294.671	28.84426										
9.90333	16.099	-7.014	294.671	28.84548										
9.90667	16.160	-7.022	294.641	28.84548										
9.91000	16.190	-7.030	294.656	28.84426										
9.91333	16.190	-7.039	294.671	28.84365										
9.91667	16.144	-7.047	294.671	28.84365										
9.92000	16.160	-7.063	294.656	28.84304										
9.92333	16.144	-7.079	294.656	28.84121										
9.92667	16.099	-7.096	294.687	28.83999										
9.93000	16.114	-7.113	294.702	28.83999										
9.93333	16.175	-7.129	294.702	28.83999										
9.93667	16.205	-7.115	294.687	28.83877										
9.94000	16.175	-7.098	294.702	28.83755										
9.94333	16.221	-7.082	294.717	28.83755										
9.94667	16.205	-7.065	294.717	28.83694										
9.95000	16.175	-7.048	294.717	28.83572										
9.95333	16.190	-7.095	294.717	28.83450										
9.95667	16.144	-7.145	294.733	28.83389										
9.96000	16.099	-7.195	294.733	28.83328										
9.96333	16.144	-7.245	294.717	28.83328										
9.96667	16.083	-7.295	294.717	28.83267										
9.97000	16.022	-7.248	294.748	28.83145										
9.97333	16.068	-7.198	294.763	28.83022										
9.97667	16.022	-7.148	294.763	28.82961										
9.98000	15.976	-7.098	294.763	28.82900										
9.98333	15.992	-7.048	294.763	28.82778										
9.98667	15.946	-7.031	294.763	28.82656										
9.99000	15.900	-7.015	294.763	28.82595										
9.99333	15.931	-6.998	294.763	28.82595										
9.99667	15.900	-6.981	294.748	28.82534										
10.00000	15.870	-6.965	294.748	28.82412										
10.00333	15.885	-6.981	294.763	28.82351										
10.00667	15.915	-6.998	294.763	28.82412										
10.01000	15.931	-7.015	294.748	28.82412										
10.01333	15.931	-7.031	294.748	28.82351										
10.01667	15.961	-7.048	294.748	28.82290										
10.02000	15.946	-7.073	294.748	28.82351										
10.02333	15.931	-7.098	294.748	28.82412										
10.02667	15.931	-7.123	294.748	28.82412										
10.03000	15.931	-7.148	294.763	28.82351										
10.03333	15.900	-7.171	294.778	28.82351										
10.03667	15.931	-7.155	294.794	28.82412										
10.04000	15.992	-7.138	294.794	28.82412										
10.04333	15.946	-7.122	294.794	28.82412										
10.04667	16.022	-7.105	294.809	28.82534										
10.05000	16.053	-7.090	294.824	28.82717										
10.05333	16.114	-7.115	294.809	28.82900										
10.05667	16.083	-7.140	294.778	28.83022										
10.06000	16.129	-7.165	294.778	28.83084										
10.06333	16.068	-7.190	294.778	28.83084										
10.06667	16.053	-7.216	294.763	28.83145										
10.07000	15.992	-7.249	294.748	28.83145										
10.07333	15.976	-7.282	294.748	28.83145										
10.07667	15.992	-7.316	294.748	28.83084										
10.08000	15.946	-7.349	294.748	28.83084										
10.08333	15.946	-7.375	294.748	28.83145										
10.08667	15.946	-7.325	294.733	28.83145										
10.09000	15.961	-7.275	294.733	28.83022										
10.09333	15.931	-7.225	294.748	28.83022										
10.09667	15.976	-7.175	294.748	28.83084										
10.10000	16.007	-7.136	294.733	28.83084										
10.10333	15.992	-7.195	294.748	28.83022										
10.10667	15.961	-7.253	294.763	28.82961										
10.11000	15.961	-7.311	294.763	28.82961										
10.11333	15.992	-7.369	294.748	28.82961										
10.11667	15.946	-7.418	294.733	28.82961										
10.12000	15.961	-7.393	294.717	28.82900										
10.12333	16.022	-7.368	294.717	28.82900										
10.12667	16.007	-7.343	294.717	28.82900										
10.13000	15.992	-7.318	294.733	28.82961										
10.13333	16.022	-7.289	294.748	28.82839										
10.13667	16.007	-7.230	294.763	28.82839										
10.14000	15.931	-7.172	294.778	28.82900										
10.14333	15.961	-7.114	294.778	28.82961										
10.14667	15.946	-7.056	294.748	28.82961										
10.15000	15.931	-7.014	294.733	28.82961										
10.15333	15.946	-7.063	294.733	28.82961										
10.15667	15.946	-7.113	294.733	28.83022										
10.16000	15.946	-7.163	294.717	28.83084										
10.16333	15.961	-7.213	294.702	28.83022										
10.16667	15.946	-7.256	294.702	28.83022										
10.17000	15.931	-7.265	294.702	28.83022										
10.17333	15.931	-7.273	294.687	28.83022										
10.17667	15.931	-7.281	294.671	28.83022										
10.18000	15.915	-7.290	294.687	28.82961										
10.18333	15.915	-7.301	294.702	28.82961										
10.18667	15.946	-7.326	294.702	28.82961										
10.19000	15.961	-7.351	294.687	28.83022										
10.19333	15.931	-7.376	294.656	28.82961										
10.19667	15.961	-7.401	294.641	28.82961										
10.20000	15.946	-7.417	294.626	28.82961										
10.20333	15.931	-7.401	294.610	28.83084										
10.20667	15.992	-7.384	294.580	28.83084										
10.21000	16.007	-7.368	294.580	28.83084										
10.21333	15.976	-7.351	294.595	28.83084										
10.21667	15.992	-7.320	294.610	28.83145										
10.22000	16.022	-7.237	294.626	28.83145										
10.22333	15.946	-7.153	294.641	28.83084										
10.22667	15.946	-7.070	294.671	28.82961										
10.23000	15.915	-6.987	294.687	28.82900										
10.23333	15.915	-6.939	294.702	28.82839										
10.23667	15.900	-7.005	294.687	28.82778										
10.24000	15.915	-7.072	294.702	28.82717										
10.24333	15.976	-7.138	294.717	28.82717										
10.24667	15.961	-7.205	294.717	28.82778										
10.25000	15.961	-7.253	294.702	28.82900										
10.25333	15.931	-7.245	294.687	28.82961										
10.25667	15.946	-7.236	294.687	28.82961										
10.26000	15.870	-7.228	294.687	28.83084										
10.26333	15.931	-7.220	294.687	28.83206										
10.26667	15.946	-7.209	294.656	28.83328										
10.27000	16.022	-7.192	294.641	28.83328										
10.27333	15.992	-7.176	294.641	28.83450										
10.27667	15.976	-7.159	294.641	28.83572										
10.28000	15.961	-7.142	294.610	28.83816										
10.28333	15.976	-7.138	294.580	28.83877										
10.28667	15.915	-7.163	294.580	28.83877										
10.29000	15.931	-7.188	294.580	28.83877										
10.29333	15.976	-7.212	294.580	28.83938										
10.29667	15.961	-7.237	294.565	28.83816										
10.30000	15.976	-7.267	294.580	28.83694										
10.30333	15.961	-7.309	294.595	28.83694										
10.30667	15.931	-7.351	294.610	28.83755										
10.31000	15.931	-7.392	294.595	28.83816										
10.31333	15.961	-7.434	294.595	28.83755										
10.31667	15.900	-7.454	294.610	28.83694										
10.32000	15.900	-7.429	294.641	28.83694										
10.32333	15.931	-7.404	294.641	28.83694										
10.32667	15.915	-7.380	294.626	28.83633										
10.33000	15.885	-7.355	294.626	28.83572										
10.33333	15.915	-7.316	294.641	28.83511										
10.33667	15.915	-7.249	294.641	28.83511										
10.34000	15.900	-7.183	294.626	28.83572										
10.34333	15.900	-7.116	294.595	28.83511										
10.34667	15.900	-7.049	294.595	28.83511										
10.35000	15.885	-7.026	294.595	28.83572										
10.35333	15.885	-7.085	294.580	28.83633										
10.35667	15.870	-7.143	294.549	28.83633										
10.36000	15.870	-7.201	294.549	28.83572										
10.36333	15.870	-7.259	294.565	28.83572										
10.36667	15.885	-7.306	294.580	28.83572										
10.37000	15.885	-7.331	294.565	28.83633										
10.37333	15.915	-7.355	294.549	28.83572										
10.37667	15.931	-7.380	294.549	28.83572										
10.38000	15.900	-7.405	294.549	28.83572										
10.38333	15.900	-7.434	294.534	28.83572										
10.38667	15.915	-7.467	294.519	28.83450										
10.39000	15.931	-7.500	294.519	28.83389										
10.39333	15.885	-7.533	294.549	28.83267										
10.39667	15.900	-7.567	294.580	28.83206										
10.40000	15.915	-7.563	294.580	28.83206										
10.40333	15.870	-7.505	294.580	28.83206										
10.40667	15.839	-7.447	294.610	28.83084										
10.41000	15.839	-7.389	294.626	28.83084										
10.41333	15.870	-7.330	294.610	28.83084										
10.41667	15.839	-7.317	294.580	28.83084										
10.42000	15.870	-7.367	294.580	28.82961										
10.42333	15.870	-7.417	294.595	28.82900										
10.42667	15.854	-7.467	294.610	28.82900										
10.43000	15.824	-7.517	294.610	28.82839										
10.43333	15.809	-7.513	294.610	28.82717										
10.43667	15.809	-7.438	294.610	28.82595										
10.44000	15.748	-7.363	294.610	28.82534										
10.44333	15.763	-7.288	294.610	28.82534										
10.44667	15.763	-7.213	294.595	28.82534										
10.45000	15.793	-7.198	294.595	28.82534										
10.45333	15.778	-7.256	294.610	28.82534										
10.45667	15.824	-7.315	294.626	28.82595										
10.46000	15.839	-7.373	294.595	28.82656										
10.46333	15.809	-7.431	294.580	28.82717										
10.46667	15.763	-7.455	294.580	28.82656										
10.47000	15.763	-7.438	294.595	28.82656										
10.47333	15.793	-7.421	294.580	28.82717										
10.47667	15.763	-7.405	294.565	28.82717										
10.48000	15.793	-7.388	294.549	28.82656										
10.48333	15.824	-7.391	294.580	28.82656										
10.48667	15.778	-7.416	294.595	28.82778										
10.49000	15.763	-7.441	294.580	28.82839										
10.49333	15.778	-7.466	294.580	28.82778										
10.49667	15.763	-7.491	294.595	28.82717										
10.50000	15.748	-7.495	294.595	28.82717										
10.50333	15.793	-7.479	294.595	28.82717										
10.50667	15.824	-7.462	294.595	28.82778										
10.51000	15.824	-7.446	294.595	28.82778										
10.51333	15.839	-7.429	294.626	28.82717										
10.51667	15.885	-7.412	294.641	28.82717										
10.52000	15.885	-7.396	294.610	28.82778										
10.52333	15.854	-7.379	294.595	28.82717										
10.52667	15.885	-7.362	294.595	28.82656										
10.53000	15.870	-7.346	294.595	28.82656										
10.53333	15.824	-7.316	294.580	28.82717										
10.53667	15.839	-7.274	294.580	28.82717										
10.54000	15.824	-7.233	294.580	28.82595										
10.54333	15.793	-7.191	294.610	28.82473										
10.54667	15.839	-7.149	294.626	28.82534										
10.55000	15.839	-7.158	294.626	28.82656										
10.55333	15.824	-7.208	294.610	28.82717										
10.55667	15.854	-7.258	294.610	28.82839										
10.56000	15.854	-7.308	294.610	28.83022										
10.56333	15.824	-7.358	294.610	28.83206										
10.56667	15.870	-7.379	294.595	28.83328										
10.57000	15.870	-7.379	294.580	28.83389										
10.57333	15.854	-7.379	294.610	28.83450										
10.57667	15.900	-7.379	294.626	28.83694										
10.58000	15.915	-7.379	294.610	28.83999										
10.58333	15.915	-7.350	294.595	28.84182										
10.58667	15.961	-7.300	294.610	28.84365										
10.59000	15.976	-7.250	294.610	28.84609										
10.59333	15.946	-7.201	294.595	28.84854										
10.59667	15.976	-7.151	294.580	28.84976										
10.60000	15.992	-7.145	294.580	28.85037										
10.60333	15.931	-7.170	294.595	28.85098										
10.60667	15.931	-7.195	294.610	28.85159										
10.61000	15.931	-7.220	294.610	28.85220										
10.61333	15.931	-7.245	294.595	28.85220										
10.61667	15.900	-7.286	294.595	28.85159										
10.62000	15.931	-7.336	294.595	28.85159										
10.62333	15.931	-7.385	294.580	28.85220										
10.62667	15.946	-7.435	294.565	28.85220										
10.63000	15.931	-7.485	294.565	28.85098										
10.63333	15.946	-7.509	294.580	28.85037										
10.63667	15.961	-7.517	294.610	28.84976										
10.64000	15.931	-7.526	294.610	28.84915										
10.64333	15.915	-7.534	294.595	28.84793										
10.64667	15.885	-7.542	294.595	28.84609										
10.65000	15.885	-7.561	294.626	28.84426										
10.65333	15.824	-7.586	294.641	28.84426										
10.65667	15.870	-7.611	294.656	28.84670										
10.66000	15.976	-7.636	294.671	28.85281										
10.66333	16.007	-7.661	294.702	28.86319										
10.66667	16.083	-7.680	294.687	28.87722										
10.67000	16.236	-7.697	294.610	28.89248										
10.67333	16.343	-7.714	294.519	28.90591										
10.67667	16.373	-7.730	294.443	28.91568										
10.68000	16.495	-7.747	294.382	28.92361										
10.68333	16.526	-7.747	294.320	28.92972										
10.68667	16.587	-7.738	294.275	28.93338										
10.69000	16.587	-7.730	294.259	28.93521										
10.69333	16.617	-7.722	294.275	28.93521										
10.69667	16.602	-7.713	294.275	28.93460										
10.70000	16.587	-7.670	294.275	28.93399										
10.70333	16.556	-7.612	294.275	28.93216										
10.70667	16.511	-7.554	294.275	28.92972										
10.71000	16.434	-7.496	294.290	28.92789										
10.71333	16.465	-7.437	294.290	28.92666										
10.71667	16.434	-7.409	294.290	28.92483										
10.72000	16.419	-7.392	294.305	28.92178										
10.72333	16.449	-7.376	294.336	28.91812										
10.72667	16.388	-7.359	294.351	28.91568										
10.73000	16.327	-7.342	294.366	28.91385										
10.73333	16.358	-7.393	294.366	28.91018										
10.73667	16.266	-7.467	294.382	28.90713										
10.74000	16.236	-7.542	294.397	28.90530										
10.74333	16.297	-7.617	294.397	28.90347										
10.74667	16.236	-7.692	294.397	28.90103										
10.75000	16.205	-7.717	294.397	28.89920										
10.75333	16.221	-7.725	294.397	28.89614										
10.75667	16.221	-7.734	294.397	28.89370										
10.76000	16.160	-7.742	294.397	28.89248										
10.76333	16.205	-7.750	294.382	28.89004										
10.76667	16.221	-7.727	294.397	28.88699										
10.77000	16.175	-7.694	294.427	28.88577										
10.77333	16.175	-7.660	294.473	28.88516										
10.77667	16.190	-7.627	294.488	28.88333										
10.78000	16.129	-7.594	294.504	28.88089										
10.78333	16.053	-7.606	294.519	28.87783										
10.78667	16.053	-7.631	294.549	28.87539										
10.79000	16.037	-7.656	294.549	28.87417										
10.79333	15.992	-7.681	294.549	28.87295										
10.79667	16.007	-7.706	294.565	28.87051										
10.80000	16.007	-7.691	294.580	28.86929										
10.80333	16.053	-7.666	294.580	28.86807										
10.80667	15.976	-7.641	294.565	28.86563										
10.81000	16.007	-7.616	294.565	28.86258										
10.81333	16.022	-7.591	294.580	28.86013										
10.81667	15.992	-7.600	294.595	28.85769										
10.82000	15.961	-7.617	294.595	28.85708										
10.82333	15.961	-7.633	294.580	28.85586										
10.82667	15.961	-7.650	294.580	28.85403										
10.83000	15.900	-7.667	294.595	28.85281										
10.83333	15.900	-7.711	294.610	28.85281										
10.83667	15.900	-7.761	294.595	28.85159										
10.84000	15.946	-7.811	294.595	28.84976										
10.84333	15.885	-7.860	294.610	28.84731										
10.84667	15.900	-7.910	294.626	28.84609										
10.85000	15.915	-7.939	294.626	28.84548										
10.85333	15.870	-7.964	294.641	28.84426										
10.85667	15.824	-7.989	294.671	28.84182										
10.86000	15.854	-8.014	294.702	28.84060										
10.86333	15.870	-8.039	294.717	28.84060										
10.86667	15.839	-7.934	294.717	28.84060										
10.87000	15.870	-7.810	294.717	28.83938										
10.87333	15.885	-7.685	294.733	28.83877										
