p1 mw,p1 WF,p2 mw,p2 WF
459741.5313,5.014618056278814e-05,2323385600,0.00017298926717963206
458582,5.178280156278718e-05,2314021888,0.00017950262381033735
457424.9063,5.3495835917058705e-05,2304706304,0.00018461861337887124
456270.7188,5.5175321592567646e-05,2295407872,0.00019128877453329282
455118.9688,5.6873938332825505e-05,2286157056,0.00019679822730485556
453969.5938,5.853895094195919e-05,2276928512,0.00020288343660434364
452822.1563,6.046242700846886e-05,2267732224,0.0002095742469141517
451678.5938,6.216913979351901e-05,2258578176,0.00021529422427774095
450536.9375,6.401969600453643e-05,2249446144,0.00022240979416671057
449398.1563,6.577304422568467e-05,2240360704,0.0002283173884655694
448261.2813,6.773206525597424e-05,2231297536,0.00023479622228961283
447127.75,6.959382284403303e-05,2222265856,0.0002419471215928766
445996.625,7.141382480381378e-05,2213275904,0.000248337712541948
444867.375,7.345291904424084e-05,2204312576,0.00025565525698204185
443741.4688,7.538615472639055e-05,2195390208,0.0002622305610789066
442617.9375,7.740778147291645e-05,2186494464,0.0002691714197547232
441497.2188,7.926260751577635e-05,2177629952,0.000277100211458563
440377.9063,8.147876114676375e-05,2168811008,0.0002836306681710727
439262.4063,8.351214379394693e-05,2160013312,0.00029146992642772884
438149.25,8.550327174159773e-05,2151256320,0.00029846886085306996
437037.9375,8.773345482006763e-05,2142525184,0.0003062043893682142
435929.9375,8.992703933988743e-05,2133829632,0.00031402622490001297
434824.75,9.206633599770958e-05,2125169280,0.00032166028217501565
433721.875,9.416531878865502e-05,2116539520,0.0003300077032400117
432620.8438,9.651339358786758e-05,2107949312,0.0003375172202965894
431523.0938,9.881771647378477e-05,2099384832,0.0003457849485275156
430428.125,0.0001010005986878175,2090855168,0.0003541472111729457
429335,0.00010335981941170987,2082360064,0.00036229556147429365
428244.625,0.00010584059171220987,2073895040,0.0003712389042580221
427157.5313,0.00010810077451830057,2065468928,0.00037959955368818763
426072.2188,0.0001105663528717246,2057072512,0.0003880639328598649
424989.6875,0.00011305372400325392,2048705664,0.0003973750887239156
423909.9063,0.00011549323974673017,2040377344,0.0004060924200490778
422832.4063,0.00011804865092593175,2032078464,0.000415656850709666
421757.625,0.00012054944152896611,2023817856,0.0004245955151691273
420685.125,0.00012317494449321883,2015586304,0.0004336577519178547
419615.3438,0.00012583527154055074,2007383808,0.00044399555797627833
418548.3125,0.00012834565540214036,1999223552,0.00045293357714963373
417483.0625,0.00013124614662752323,1991087744,0.0004635385316558703
416421.4063,0.00013392405207347948,1982993664,0.0004727159519744881
415362.0313,0.00013663373172262747,1974923776,0.000483219757883636
414304.9063,0.0001393634296743098,1966891136,0.0004934578672387091
413249.9688,0.0001423381716118631,1958891136,0.0005034293121105488
412198.2188,0.00014524198997894144,1950919424,0.0005143735257869246
411149.125,0.00014799797235001794,1942984448,0.0005250134870644024
410101.8125,0.00015107696472736246,1935081600,0.00053584606624447
409057.5938,0.0001541018355997941,1927211008,0.000547231494295706
408016.0313,0.00015717406278902452,1919376640,0.0005579074302735838
406977.1563,0.00016006812154046283,1911569920,0.0005691592841009132
405940,0.00016332672411700083,1903794944,0.0005810333550557877
404905.9688,0.00016649920917598794,1896055808,0.0005925962367861265
403874.5313,0.0001695209747161705,1888348032,0.0006047908536140714
402844.8438,0.00017290251517835593,1880675712,0.0006162243554801917
401818.25,0.00017631943424723648,1873030528,0.0006287619418733842
400794.6875,0.00017956933080300473,1865420544,0.0006409801116441918
399773.3125,0.00018274431121826338,1857841408,0.0006538619581748438
398753.6563,0.00018641786381658746,1850297088,0.00066642761451364
397737.4688,0.0001897970752795861,1842783488,0.0006791547537004197
396723.4375,0.00019321754329960846,1835300352,0.0006925975151785631
395711.5625,0.00019690706617807072,1827851648,0.0007056911768734532
394702.6875,0.00020054490745553014,1820433280,0.0007194775532029502
393696.4063,0.00020421579834049782,1813048832,0.0007329351562615277
392692.6563,0.00020782680067494715,1805694336,0.0007465868291164329
391691.0625,0.00021172388174284481,1798369792,0.0007615218147143045
390692.4375,0.00021543447651871172,1791082752,0.0007755613045188125
389695.9688,0.00021943131638511173,1783825280,0.0007897700206045743
388702.4375,0.00022309982281853107,1776597120,0.0008053531960957503
387710.5938,0.00022720313121918592,1769406080,0.0008193963962953671
386721.6875,0.00023122924993250604,1762240384,0.0008347930841019588
385735.3125,0.0002351783453155762,1755107456,0.0008504249786941249
384751.0313,0.00023945577413162706,1748007168,0.0008662974036822387
383769.6875,0.00024365224249975497,1740939520,0.0008823742230443734
382790.875,0.0002478970098748287,1733904256,0.0008973985807679022
381814.5313,0.0002520500035914692,1726893568,0.0009152317075885755
380840.25,0.0002565523471861335,1719922688,0.000930677759782263
379868.875,0.00026083265952498715,1712976128,0.0009483289159210926
378899.5625,0.00026545239576913974,1706065024,0.0009655883833936845
377933.1563,0.00026998241009223794,1699185664,0.0009816937566660023
376969.1875,0.0002745876178176537,1692330240,0.0010007882565020432
376007.7188,0.00027907986908250844,1685513600,0.001018075148634133
375048.25,0.0002841140562771927,1678724352,0.0010363164189167427
374092.0625,0.00028858107671752344,1671966208,0.001054803543205673
373137.5,0.0002935738409980992,1665238912,0.0010742765033427827
372185.7813,0.0002984796005233386,1658545920,0.0010918571619745506
371236.4688,0.00030346776225790233,1651876352,0.00111260278763388
370289.625,0.0003084900271948446,1645244288,0.0011314054568285603
369345.1563,0.0003137581679030816,1638638848,0.0011512749452777017
368403.5,0.0003187824845774027,1632063616,0.001172173342422586
367463.875,0.0003241648571505174,1625521792,0.0011918158514840022
366527,0.00032950342235797507,1619006336,0.0012133119448844102
365592.5625,0.00033468100935973394,1612524032,0.0012334758451193358
364660.0625,0.00034032739062638375,1606067584,0.0012555936716827092
363730.375,0.0003458458987472045,1599644032,0.0012780699546778708
362803.0313,0.0003514587867874532,1593253248,0.0012991064430494025
361878.0938,0.00035729320701225836,1586887936,0.0013222107507470614
360955.875,0.0003628649494002065,1580555008,0.0013447580152138637
360035.625,0.00036906008723716166,1574250880,0.0013676326010578477
359118.5,0.00037456844757581125,1567975296,0.0013925958167048716
358202.9063,0.0003809623821290704,1561734912,0.0014152755261448956
357290.4688,0.00038679963042431665,1555519488,0.0014391524026327574
356379.9375,0.0003931457650418842,1549332224,0.0014642427396426294
355472.125,0.0003993913090755256,1543176192,0.0014888834735582658
354566.6563,0.0004056806604748239,1537048192,0.0015157149538031892
353663.4688,0.00041225797598786466,1530954496,0.0015400356258103347
352762.9375,0.00041853185617827913,1524884992,0.001566674972117248
351864.3438,0.00042552367809421324,1518846208,0.0015926791955744998
350968.8125,0.0004319608100371517,1512834560,0.001620161769500204
350075.1875,0.0004386726529794125,1506853504,0.0016479666638357698
349183.8125,0.00044573079591980953,1500902528,0.0016751404683598354
348295.0938,0.00045265635226364226,1494978432,0.0017026945077217603
347408.6563,0.0004598846785017623,1489080960,0.0017328867993273646
346524.8438,0.00046699411487663103,1483216512,0.0017612587388284267
345643.2813,0.00047441663528504296,1477378432,0.001791204208498552
344764.3125,0.0004814693438940041,1471569792,0.00182041098689903
343887.2188,0.0004891178326758997,1465787264,0.0018523778152956622
343012.75,0.0004968555443075953,1460036992,0.001882470087554863
342140.875,0.0005041849602008959,1454312448,0.0019130026062597655
341270.8438,0.0005121189177402624,1448613632,0.001946365672467884
340403.375,0.0005201879017801031,1442946560,0.00197905586658915
339538.5,0.0005281003438031722,1437308032,0.0020109651032008367
338675.8438,0.0005360695690445106,1431694720,0.002044563537516056
337815.3438,0.0005447234091420525,1426109440,0.002078745471792471
336957.7813,0.0005526817657205191,1420552320,0.002113362651547267
336102.0313,0.0005610157565964036,1415023104,0.0021484229815352408
335248.4688,0.0005699994827930507,1409521408,0.0021842115168936417
334397.7813,0.0005782770786171972,1404047488,0.0022203518945012454
333548.9063,0.0005872052415475301,1398600832,0.0022556572718879075
332702.5313,0.000596311850177463,1393178368,0.002294407831793587
331858.6875,0.0006055032454682687,1387786112,0.0023308064851650487
331017.3438,0.0006142145896647805,1382417792,0.0023706687117095444
330177.75,0.0006236703263632909,1377079296,0.002408084819948371
329340.6563,0.0006332398513077862,1371764352,0.0024475982693526665
328506.0625,0.0006426144612012888,1366475904,0.002487772814372383
327673.5625,0.0006524775509480473,1361213952,0.0025284253550749915
326843.5625,0.0006624330243292164,1355978112,0.0025681043203654315
326016,0.0006718871529092407,1350765440,0.0026116754901247025
325190.1875,0.0006824347466074794,1345581696,0.0026542283984089757
324367.1563,0.0006921528284286771,1340423680,0.0026956796419890738
323545.875,0.0007029996985224229,1335288320,0.002739536673493226
322727.375,0.0007133070725902491,1330178560,0.00278393413211101
321910.9375,0.0007241017620117376,1325094144,0.0028308248149201886
321096.9375,0.0007350282062443665,1320037888,0.0028730103940887187
320285.3125,0.0007457872397973519,1315000832,0.0029231709029176565
319475.7813,0.0007570252153973995,1309994624,0.0029666078531669143
318668.625,0.0007680272411988772,1305007488,0.003016233742457173
317863.5,0.0007795565635067243,1300047744,0.0030629182563555388
317060.75,0.0007912937212658147,1295109760,0.0031142660916192006
316260.4063,0.0008031433364142119,1290199168,0.0031621269620884917
315462.4063,0.0008148071306989174,1285309824,0.0032149254005180558
314666.4375,0.0008269658373108233,1280447488,0.003264454335570913
313872.8125,0.0008388967456213128,1275606400,0.003316756710306621
313081.1875,0.000851443119693102,1270789248,0.00336965371618885
312291.9063,0.0008640764985202273,1265995776,0.003423436861215908
311504.9375,0.0008769777677061994,1261225856,0.003478226329925005
310720.3125,0.0008895626257169327,1256479616,0.0035313875804675703
309937.6563,0.0009027665538924686,1251753856,0.003589811139203167
309157.3125,0.0009165950420166051,1247054080,0.003644590928620676
308379.625,0.0009296973814657062,1242374656,0.0037048411310003464
307603.875,0.0009430568535155052,1237720960,0.003761410782753897
306830.0938,0.0009573976660083815,1233087488,0.003820964398782325
306058.9063,0.0009706513904046264,1228476672,0.0038815601518716663
305289.3438,0.000985377264096391,1223888512,0.003942882819759222
304522.375,0.0009999449322005366,1219322752,0.004005405558482094
303757.6875,0.0010145717679744995,1214779520,0.0040685660011990496
302995.2188,0.0010290406754226513,1210258432,0.004130229702793536
302234.6875,0.0010441490040523098,1205756800,0.004198047497979309
301476.375,0.0010594544658274244,1201279872,0.004264174320924758
300720.3125,0.001074957504366888,1196824832,0.0043285871026516
299966.4688,0.0010907084149626638,1192388864,0.004396688339759357
299214.8438,0.0011066652756293886,1187974656,0.0044657683145681295
298465.4375,0.001122830249009165,1183581952,0.004535851870592992
297718.2188,0.0011387214540797663,1179210624,0.00460723148376141
296972.9063,0.0011557726671024913,1174860672,0.004679379955324923
296230.0625,0.0011721312246765821,1170531840,0.004752593148963053
295489.0938,0.0011891791105576117,1166224000,0.004827181447292704
294750.3125,0.0012070750294044534,1161937280,0.004899473978979343
294014.0313,0.0012239788500500693,1157668736,0.004979396212259769
293279.5625,0.0012418205919396364,1153423616,0.005053996932346958
292547.2813,0.0012597893197372476,1149196544,0.005136061192855683
291817.125,0.0012780541631457545,1144992384,0.005213077218836986
291089.125,0.0012971268365579208,1140806272,0.0052941006328570085
290363.5625,0.0013147187101061586,1136640256,0.005376872126937722
289639.5,0.001334969080773796,1132494592,0.005460577511335094
288918.1875,0.0013536231997606726,1128369024,0.005545405532235082
