Molecular weight (g/mol),WF / dLog MW
1345581696,0.018120818
1340423680,0.018377766
1335288320,0.018649627
1330178560,0.018924838
1325094144,0.019215504
1320037888,0.019477004
1315000832,0.019787939
1309994624,0.020057196
1305007488,0.020364817
1300047744,0.020654205
1295109760,0.0209725
1290199168,0.02126918
1285309824,0.021596467
1280447488,0.021903487
1275606400,0.022227699
1270789248,0.022555597
1265995776,0.022888988
1261225856,0.023228617
1256479616,0.023558153
1251753856,0.023920309
1247054080,0.024259878
1242374656,0.024633357
1237720960,0.024984021
1233087488,0.025353182
1228476672,0.025728803
1223888512,0.02610893
1219322752,0.026496496
1214779520,0.026888015
1210258432,0.027270256
1205756800,0.027690645
1201279872,0.028100552
1196824832,0.028499834
1192388864,0.02892198
1187974656,0.029350193
1183581952,0.029784627
1179210624,0.030227095
1174860672,0.030674329
1170531840,0.031128163
1166224000,0.031590521
1161937280,0.032038648
1157668736,0.03253407
1153423616,0.032996505
1149196544,0.033505205
1144992384,0.033982612
1140806272,0.03448486
1136640256,0.034997944
1132494592,0.035516817
1128369024,0.036042649
1124263296,0.036554858
1120174976,0.037120055
1116108928,0.037672114
1112062592,0.03820743
1108033280,0.038797799
1104025856,0.039348941
1100035328,0.039932735
1096064000,0.040525962
1092111872,0.041128788
1088178816,0.041763581
1084267008,0.042331252
1080369152,0.042987861
1076492544,0.043625779
1072634560,0.044273585
1068795008,0.044903569
1064971584,0.045571003
1061166528,0.046247449
1057379648,0.047199007
1053610944,0.047897924
1049862592,0.048592765
1046129856,0.049396388
1042415040,0.050253119
1038715584,0.051215272
1035038400,0.051895522
1031374272,0.052627876
1027729856,0.053167168
1024100544,0.053800151
1020490816,0.054503273
1016896000,0.055230703
1013318336,0.055907972
1009759872,0.056537557
1006216128,0.057249375
1002689216,0.057819132
999179072,0.058566619
995685568,0.059362892
992208640,0.060156822
988746048,0.061100222
985302016,0.061923344
981872128,0.062946625
978460672,0.063890859
975063168,0.064944036
971681728,0.066080868
968316288,0.067321286
964968832,0.068437278
961632960,0.069764376
958317056,0.07094229
955012544,0.072172649
951725760,0.073198296
948454400,0.07424213
945198464,0.075377911
941955712,0.076590903
938730368,0.077711038
935518016,0.078928769
932320832,0.080069065
929140672,0.081150457
925973376,0.082341582
922820992,0.083553314
919681280,0.08501415
916560320,0.086254589
913449984,0.087612532
910356160,0.089004375
907276864,0.090498738
904211904,0.091938794
901159296,0.093390793
898122880,0.094728276
895098688,0.096202388
892088576,0.097801819
889094464,0.099198736
886112320,0.100495763
883144128,0.10170868
880189632,0.10299252
877248960,0.104426451
874321920,0.105750792
871408512,0.107137404
868506688,0.108647384
865620224,0.110024869
862745216,0.111602791
859885504,0.112962
857037056,0.114654996
854203712,0.116282247
851381632,0.117989227
848572608,0.119812012
845778368,0.121638753
842995264,0.123629026
840224896,0.125426129
837465536,0.127429679
834722560,0.129135847
831988608,0.131250024
829269056,0.133290753
826561984,0.13515532
823865600,0.137068063
821183360,0.138759747
818511744,0.140735835
815854144,0.142471358
813206912,0.144418642
810571904,0.146480143
807950720,0.148326635
805339776,0.150348902
802740800,0.152322873
800153728,0.154369965
797578496,0.156469226
795015104,0.15852505
792461632,0.160883054
789921536,0.163237989
787393088,0.165567279
784876160,0.167847022
782369024,0.170316666
779875008,0.172528073
777390656,0.17492412
774917568,0.177471757
772455808,0.180191085
770006912,0.182654694
767567488,0.185186878
765139136,0.18772848
762721856,0.190248266
760315520,0.192637965
757918400,0.195411146
755533888,0.197720438
753156800,0.200258702
750790528,0.202597544
748431744,0.205301881
746083584,0.207684577
743742784,0.210365191
741412608,0.212792367
739089728,0.215495631
736774144,0.218342498
734467392,0.221194252
732167872,0.224101231
729875584,0.22708495
727590400,0.229911849
725310848,0.233186394
723040000,0.236208797
720773120,0.239485607
718513344,0.24274832
716260608,0.245655149
714011840,0.248839676
711770112,0.251615733
709532288,0.254636943
707299968,0.257330388
705070080,0.260503083
702847168,0.263327986
700628160,0.266458929
698414656,0.269118816
696203584,0.27194649
693996416,0.27473706
691793216,0.277500719
689592512,0.280495405
687395776,0.283457041
685201472,0.286677152
683011200,0.289540648
680821952,0.292871684
678636736,0.295582414
676451136,0.29905197
674269632,0.302276224
672090688,0.305139422
669911424,0.308422863
667734848,0.311704129
665560960,0.314410746
663386816,0.317288429
661214016,0.319973826
659041088,0.322938561
656869568,0.325808376
654697984,0.329096258
652527808,0.332164496
650357760,0.33517465
648187776,0.338029385
646017920,0.340762556
643846848,0.34391132
641677440,0.346443772
639505536,0.349632204
637333952,0.352890223
635162816,0.355586469
632989312,0.358555824
630814912,0.361856431
628641152,0.364457369
626463808,0.367537856
624285824,0.370556384
622107136,0.373519152
619926592,0.376291305
617744192,0.37901175
615560000,0.381740332
613374144,0.38407737
611185280,0.386660963
608994816,0.389308035
606802944,0.391882658
604608320,0.395033509
602413696,0.397644043
600216448,0.400685847
598019392,0.403232664
595819904,0.406238019
593620672,0.409257889
591421760,0.411953479
589220672,0.415233046
587020032,0.418498725
584819904,0.421823144
582620352,0.424891561
580420096,0.428303897
578220608,0.431650698
576021824,0.435144126
573823808,0.438953876
571627968,0.442419767
569432960,0.445975363
567238976,0.449439406
565045952,0.453420192
562856512,0.456721783
560668096,0.460078001
558480896,0.463961273
556297344,0.467446834
554115008,0.471405983
551936384,0.474705547
549759040,0.478628397
547585536,0.482183635
545414592,0.486054689
543247488,0.489722997
541083072,0.493808091
538922560,0.497763991
536764768,0.501991868
534610944,0.506449163
532462208,0.510418594
530316320,0.514695406
528174432,0.519344807
526037728,0.52346909
523903904,0.528452814
521776448,0.532517195
519651936,0.537174165
517532672,0.541758537
515418624,0.546329498
513309856,0.550491035
511205216,0.555269182
509106976,0.559464872
507012896,0.563859046
504924096,0.568606794
502841696,0.573037624
500764576,0.5776757
498693856,0.58204335
496628416,0.586741686
494569376,0.591279149
492515616,0.596144855
490468224,0.60105902
488427232,0.606064379
486392544,0.61113137
484364256,0.616487622
482343328,0.621620059
480328736,0.626514077
478319424,0.632331133
476318496,0.637524009
474323872,0.642678261
472335520,0.648535907
470355488,0.653688729
468381728,0.659475505
466416224,0.664579868
464456928,0.669897199
462504864,0.675605118
460560992,0.680557787
458623296,0.686496675
456694752,0.691734016
454773280,0.696981907
452858944,0.702598929
450952640,0.708607435
449055360,0.713578224
447164096,0.719811618
445281760,0.725749135
443407360,0.73169899
441540864,0.738046646
439683168,0.743677914
437832320,0.750564754
435991200,0.756383598
434156864,0.763333559
432332160,0.769431353
430515104,0.776044488
428706624,0.782629609
426906688,0.789227605
425115232,0.795853913
423332224,0.802511513
421557632,0.809577465
419792320,0.816175759
418035296,0.823256254
416287488,0.829839945
414547872,0.836352646
412816448,0.843813062
411094944,0.850850701
409382432,0.857851863
407678848,0.864516795
405983232,0.872036159
404297344,0.879146755
402620224,0.886223316
400951840,0.893732011
399292960,0.900846064
397642720,0.908930361
396002752,0.915604055
394370432,0.923753738
392748288,0.931436896
391135392,0.938569963
389530848,0.946648896
387936256,0.954162776
386350752,0.961691737
384774272,0.969758451
383207584,0.977364182
381649792,0.985434532
380101664,0.992924154
378562336,1.001392365
377033344,1.008875966
375513024,1.016865015
374002112,1.024995208
372500576,1.033104658
371008288,1.04182744
369526048,1.050053716
368052992,1.058342695
366588992,1.067207932
365134848,1.076039672
363690432,1.085065603
362255744,1.09356308
360829856,1.102717996
359413536,1.111993909
358006720,1.121222734
356609312,1.13042593
355221280,1.140215278
353843296,1.149992585
352475296,1.158562183
351115680,1.169180036
349766656,1.178614378
348426688,1.187878609
347095616,1.198569894
345774976,1.208553791
344463904,1.21782887
343161536,1.228749871
341869376,1.23897922
340586560,1.250109553
339313792,1.260560513
338050208,1.271031022
336795776,1.282221794
335551168,1.293347001
334316288,1.303799868
333090336,1.315873981
331874720,1.327279925
330668608,1.33870554
329471968,1.349279404
328283968,1.361641526
327105984,1.374127388
325937984,1.385632992
324779104,1.398178697
323630080,1.409885883
322490048,1.423396945
321360384,1.434299588
320238912,1.447903395
319127648,1.460595369
318025824,1.474324703
316934080,1.486185431
315850912,1.500237584
314777696,1.513494492
313713632,1.527913928
312659328,1.542531013
311614752,1.555152535
310578432,1.571849585
309553024,1.584600806
308535744,1.600708127
307528576,1.615996361
306530752,1.632371426
305542848,1.646752954
304563520,1.6634835
303593952,1.680435658
302634144,1.695042729
301682656,1.713551402
300741440,1.729662657
299809088,1.748328924
298886848,1.76450479
297973312,1.782178402
297069088,1.801253319
296174784,1.819146752
295289664,1.836960435
294413632,1.855242729
293546656,1.875005245
292689280,1.89521873
291841472,1.914319158
291002528,1.936435223
290173632,1.955829144
289353440,1.976979971
288542528,1.99856019
287740864,2.022325039
286948992,2.043244362
286165568,2.067949772
285391776,2.093202114
284627616,2.116923571
283872352,2.142827272
283126560,2.169079781
282390144,2.194202185
281662464,2.223393679
280944672,2.249243975
280235488,2.279382706
279536064,2.308057308
278845728,2.337128162
278164448,2.368767977
277492736,2.399046898
276829952,2.432048559
276176608,2.463665724
275532096,2.498163939
274896928,2.53567791
274271648,2.569084644
273655008,2.605523586
273047552,2.64296627
272449216,2.678666353
271859360,2.718051195
271278528,2.758448839
270706656,2.794070244
270142528,2.83339119
269586656,2.876570702
269039616,2.914481401
268500192,2.956382513
267968880,2.992952824
267444512,3.040195704
266928784,3.081857204
266420496,3.120458841
265919008,3.167244434
265425456,3.211484671
264939216,3.253081083
264459680,3.295158148
263986800,3.342718601
263521152,3.386963606
263062080,3.436908007
262610160,3.478536367
262164192,3.525916576
261724736,3.574442625
261291760,3.619377375
260864640,3.669993162
260443952,3.717383146
260029072,3.765686512
259619984,3.814969063
259216656,3.86588788
258819088,3.917537451
258427216,3.96465826
258040480,4.013345718
257658864,4.068226814
257282880,4.118758202
256911952,4.176305294
256546640,4.21522522
256185216,4.275264263
255829376,4.329639912
255478496,4.37847662
255132032,4.420853615
254789392,4.478778839
254451680,4.538177013
254118880,4.583097935
253789856,4.63697052
253465152,4.692557335
253144768,4.740054607
252828112,4.788867474
252515168,4.848291397
252206512,4.899932384
251901536,4.952577114
251600240,4.997585773
251302080,5.052209854
251007568,5.108460426
250716704,5.156062603
250428928,5.205079556
250144240,5.254378319
249862608,5.314814091
249584576,5.354915142
249309056,5.405566216
249036560,5.446516037
248766560,5.499379158
248499584,5.552570343
248235616,5.583489895
247973552,5.626142502
247713952,5.668357849
247456784,5.711856842
247202064,5.743370533
246949232,5.78744173
246698832,5.819200039
246450304,5.86540556
246204192,5.885638237
245959392,5.919516087
245716464,5.953435421
245475392,5.988548756
245236176,6.010380745
244998272,6.03151226
244761664,6.067381382
244526896,6.089799881
244293440,6.097341537
244060720,6.119765282
243829312,6.140399933
243599184,6.16189146
243370352,6.168759346
243142256,6.176046371
242914912,6.182976723
242688320,6.188586712
242462464,6.194589615
242237344,6.20046854
242012976,6.191391468
241788816,6.181805611
241564864,6.186826229
241341632,6.178625584
241118624,6.169894695
240895824,6.160578728
240673216,6.137502193
240450288,6.129743099
240227584,6.106551647
240004544,6.097703457
239781712,6.074956894
239558560,6.05153656
239335088,6.014428616
239110784,6.005163193
238886688,5.967312813
238661744,5.930752277
238435984,5.906851292
238209904,5.870303154
237982992,5.833817005
237755248,5.796905994
237526672,5.761395931
237297296,5.711503029
237066560,5.675568104
236835024,5.626434326
236602144,5.578408718
236367936,5.531040192
236132400,5.496850014
235896080,5.439170361
235657920,5.393845081
235418432,5.338715553
235177136,5.294641972
234934544,5.240855217
234690144,5.187452316
234443920,5.145648956
234196432,5.103728294
233947648,5.052090645
233697088,5.001300335
233444736,4.971425056
233191632,4.911824703
232936256,4.88272047
232680128,4.843711853
232422752,4.78678751
232163120,4.758295536
231902752,4.711340904
231640640,4.682997227
231377808,4.645366192
231113760,4.590373993
230847472,4.571147919
230580976,4.527168751
230312784,4.49156332
230043376,4.456645966
229772768,4.422039509
229500976,4.395857334
229228496,4.353562832
228954320,4.327771187
228679472,4.294467449
228403456,4.25323391
228125760,4.235433578
227847904,4.202789307
227568880,4.163158417
227288208,4.145925999
227007392,4.107028484
226724928,4.090214252
226442320,4.058821678
226158560,4.028244972
225873680,3.997784853
225587664,3.97436142
225301024,3.950724125
225013760,3.927299261
224725888,3.896876812
224436896,3.873877048
224147280,3.845257282
223856576,3.829639912
223565760,3.801194429
223273840,3.779554844
222981328,3.75764513
222688224,3.736376524
222394528,3.71500802
222100240,3.687907219
221804880,3.673173428
221509440,3.651931763
221213408,3.625072241
220916320,3.609848499
220619136,3.595065832
220321888,3.568344831
220023568,3.547951221
219724704,3.527451992
219425280,3.512387991
219125776,3.497534275
218826208,3.471458197
218525600,3.456454039
218224944,3.435512066
217923728,3.420495033
217622448,3.400066137
217320640,3.38550806
217018768,3.365954399
216716368,3.351426363
216413920,3.331439018
216110928,3.317250729
215807904,3.303216696
215504816,3.284301043
215201216,3.270594835
214897584,3.256768227
214593888,3.242920637
214290160,3.229295492
213986400,3.210310459
213682112,3.19702816
213377808,3.183637142
213073456,3.170646667
212769088,3.162079096
212465136,3.143958807
212160688,3.130500317
211856224,3.116996765
211551728,3.108207464
211247664,3.08979249
210943104,3.08116889
210638992,3.068300486
210334864,3.055253506
210030704,3.047028065
209726992,3.034005404
209423248,3.021508217
209119488,3.013456583
208816176,3.000679016
208512848,2.992520809
208209952,2.979985952
207907040,2.967238665
207604112,2.959017754
207301632,2.950505972
206999584,2.937770367
206697520,2.934100866
206396368,2.917185783
206094736,2.908834457
205793536,2.905370951
205493248,2.89214921
205192928,2.883368969
204893056,2.870509386
204593184,2.866066217
204294192,2.85759902
203995632,2.844865084
203697056,2.841240168
203399376,2.828924179
203101680,2.820910692
202804416,2.817156315
202508032,2.809070587
202212096,2.800947428
201916576,2.793047428
201621488,2.78524971
201326832,2.781851292
201033056,2.77422905
200739712,2.762405634
200446336,2.763237
200154288,2.755784512
199862656,2.752466202
199571888,2.741243601
199281104,2.737972975
198991184,2.738565445
198702560,2.726601124
198413920,2.722617388
198126128,2.714551449
197838752,2.710922003
197552240,2.711203575
197266992,2.699830532
196981744,2.700371981
196697760,2.692793846
196414176,2.689267159
196131440,2.685765028
195849552,2.681951284
195568480,2.678530216
195288256,2.671049118
195008416,2.667726994
194729424,2.668429613
194451680,2.665237427
194174752,2.657826424
193898224,2.658630848
193622928,2.65164423
193348032,2.648443699
193073952,2.649148464
192801104,2.641463995
192528640,2.637690783
192256992,2.633661509
191986144,2.629366875
191716096,2.625084639
191446848,2.620714426
191178400,2.612497568
190910336,2.608093977
190643056,2.608038902
190376992,2.595475435
190110880,2.594814301
189845968,2.590111971
189581840,2.581967592
189318096,2.577519178
189055120,2.573511124
188792928,2.569920063
188531504,2.562687874
188270464,2.563188553
188010592,2.556225538
187751088,2.549266577
187491936,2.550321341
187233968,2.543322563
186976352,2.540436506
186719504,2.533487558
186463008,2.534703255
186207680,2.527552843
185952704,2.519742012
185698080,2.520462513
185444608,2.51333046
185191504,2.50606823
184938720,2.506794453
184687104,2.495065689
184435424,2.495289803
184184896,2.487376928
183934704,2.483137369
183685264,2.475287199
183436160,2.471601009
183187792,2.464330196
182939760,2.460679054
182692480,2.457028866
182445920,2.445533514
182199296,2.445723772
181953792,2.438450575
181708640,2.434931517
181464208,2.423604965
181219696,2.424220562
180976320,2.416961193
180733280,2.413136005
180490944,2.405448198
180248944,2.397730112
180007264,2.394419432
179766304,2.391069889
179526064,2.379576683
179285744,2.375975847
179046144,2.372419596
178807264,2.36439085
178568688,2.356309414
178330432,2.352724075
178092896,2.34547019
177855664,2.342304945
177619152,2.33516264
177382944,2.328001261
177147056,2.320779562
176911472,2.317654371
176676592,2.31090951
176442032,2.308347464
176208176,2.301743031
175974608,2.291368008
175740976,2.292495966
175508432,2.282001257
175275808,2.27899766
175043872,2.27234602
174812240,2.269382477
174581296,2.258704185
174350288,2.25560236
174119952,2.248909473
173889936,2.241655588
173660208,2.2342875
173430784,2.230612993
173202064,2.219560385
172973248,2.215892792
172745120,2.212549925
172517664,2.19819355
172289760,2.198110819
172062912,2.1905756
171836352,2.179909229
171609728,2.17648387
171383776,2.169753075
171158112,2.159395456
170932368,2.156236649
170707312,2.152873039
170482912,2.139404297
170258080,2.139562368
170034272,2.129062891
169810384,2.122138262
169586800,2.115061045
169363504,2.111565351
169140880,2.10123682
168918176,2.09403944
168695760,2.086993933
168473648,2.079993963
168251824,2.076217651
168030656,2.066005945
167809408,2.059771299
167588464,2.0534935
167367808,2.047060728
167147424,2.04076314
166927344,2.034778118
166707568,2.028822184
166488064,2.019677401
166268480,2.013998032
166049200,2.011295319
165830560,2.002073288
165611856,1.995891809
165393424,1.989825606
165175296,1.983459353
164957456,1.973566294
164739536,1.970315218
164522256,1.960377812
164304912,1.953731298
164087856,1.946896076
163871088,1.93992734
163654608,1.929725289
163438048,1.922764778
163221776,1.915769458
163005792,1.905926466
162789728,1.902639389
162574320,1.892924666
162358832,1.886639476
162143632,1.880617261
161928720,1.87135756
161713728,1.865633845
161499040,1.859728456
161284624,1.850913167
161070144,1.845082164
160855936,1.839304686
160642032,1.833392143
160428400,1.824366212
160214704,1.821315408
160001648,1.812193871
159788512,1.806374073
159575680,1.797039747
159362768,1.790778279
159150144,1.787043095
158938144,1.777704597
158726080,1.768179536
158513968,1.764460325
158302464,1.7555089
158090912,1.749296188
157879632,1.743143082
157668640,1.734343886
157457584,1.728548408
157246816,1.722767472
157036320,1.717136025
156826112,1.711518645
156616176,1.706012249
156406528,1.697630763
156196816,1.692171097
155987392,1.686675668
155778240,1.681087732
155569376,1.675118089
155360784,1.666866899
155152128,1.664064407
154944112,1.655635715
154736016,1.649798989
154528208,1.641272783
154320336,1.635139704
154112752,1.631530285
153905776,1.623054743
153698736,1.617653847
153491984,1.612185717
153285504,1.607014537
153079312,1.601707458
152873392,1.593670011
152667408,1.591214657
152462048,1.58336556
152256624,1.577965021
152051472,1.572605014
151846592,1.567385435
151642000,1.562253714
151437680,1.554706812
151233312,1.551868677
151029536,1.54417336
150825712,1.5389992
150622160,1.533966899
150418880,1.528940797
150215888,1.523578644
150013152,1.518222809
149810704,1.512094021
149608512,1.50374949
149406288,1.499909997
149204640,1.49177587
149002960,1.486356258
148801536,1.483922124
148600720,1.473890185
148399520,1.473773241
148199248,1.464127898
147998592,1.461518884
147798528,1.459167838
147599056,1.449724317
147399216,1.447304487
147199968,1.442805171
147000992,1.436003923
146801952,1.431034088
146603184,1.428552747
146405008,1.421869516
146206784,1.419874668
146009152,1.412946582
145811456,1.408541441
145614032,1.404045939
145416880,1.398964405
145219984,1.393769622
145023376,1.387977958
144827008,1.382552624
144630928,1.379338503
144435408,1.372286677
144239856,1.367542863
144044560,1.362468481
143849520,1.355538845
143654448,1.35256958
143459936,1.347963333
143265696,1.343271852
143071728,1.338512301
142878016,1.333928823
142684560,1.327175736
142491056,1.324511766
142298128,1.319816589
142105472,1.315137267
141913056,1.310628772
141720912,1.305848122
141529024,1.301502228
141337408,1.296868205
141146032,1.292114735
140954928,1.287108183
140764080,1.2818712
140573488,1.276371717
140383168,1.270976663
140193088,1.266154766
140003280,1.260895371
139813712,1.255986929
139624416,1.252681255
139435664,1.245589972
139246880,1.240413666
139058352,1.235432148
138870064,1.232767701
138682352,1.226118326
138494576,1.223701
138307360,1.219558597
138120400,1.215425849
137933696,1.209252954
137746944,1.20683825
137560736,1.202970028
137374784,1.199163437
137189088,1.195248127
137003632,1.191167593
136818448,1.18674767
136633488,1.182650805
136448800,1.179759979
136264656,1.17303431
136080448,1.170300126
135896800,1.165629387
135713392,1.161117792
135530240,1.154482007
135347040,1.151287079
135164368,1.146230936
134981952,1.141470671
134799792,1.136876464
134617872,1.13267529
134436192,1.128552675
134254752,1.126723409
134073864,1.120855331
133892920,1.119110465
133712520,1.113528967
133532064,1.111790419
133352144,1.106518269
133172176,1.104497313
132992744,1.098897099
132813256,1.096957922
132634304,1.092994452
132455600,1.088753223
132277128,1.084273458
132098896,1.080186605
131920912,1.076292634
131743160,1.072303414
131565656,1.067893982
131388384,1.063423038
131211352,1.058876276
131034560,1.055981874
130858296,1.050103664
130681976,1.047653794
130506184,1.042152882
130330344,1.039935827
130155024,1.034367085
129979656,1.032232046
129804808,1.026817918
129629912,1.024599075
129455536,1.019526839
129281112,1.017716765
129107200,1.014466405
128933528,1.01114893
128760088,1.006049395
128586600,1.003933668
128413624,1.000266552
128240888,0.996926606
128068376,0.993780553
127896096,0.990457177
127724056,0.986935079
127552240,0.983152032
127380656,0.979337811
127209312,0.975357711
127038184,0.9714275
126867296,0.967658639
126696632,0.964423418
126526208,0.960827529
126356000,0.957451582
126186032,0.955569804
126016560,0.950487196
125847048,0.947106898
125677760,0.943840623
125508696,0.942179024
125340136,0.936107218
125171256,0.936217666
125003152,0.931579113
124835000,0.928146899
124667072,0.924640596
124499368,0.922624648
124332168,0.917712986
124164920,0.914462388
123997896,0.910822809
123831096,0.908719301
123664784,0.903478086
123498432,0.899659395
123332304,0.895768881
123166400,0.893568814
123000984,0.888612986
122835528,0.885254204
122670288,0.882112861
122505272,0.880562961
122340752,0.876320183
122176176,0.873428106
122011832,0.870559394
121847704,0.869221926
121684056,0.86520189
121520368,0.862926066
121356904,0.860671341
121193656,0.858252168
121030624,0.855622768
120867816,0.853202701
120705224,0.85101676
120542856,0.850229383
120380968,0.846602917
120219032,0.844228446
120057312,0.84174633
119895816,0.838989437
119734528,0.836114824
119573464,0.83317095
119412616,0.830222011
119251984,0.827791393
119091568,0.82552129
118931368,0.823445082
118771376,0.821251035
118611608,0.817482889
118451792,0.816633105
118292456,0.814074814
118133328,0.811923146
117974416,0.80955565
117815720,0.807092011
117657232,0.80310297
117498704,0.801802278
117340648,0.799176455
117182800,0.796785831
117025168,0.793022215
116867488,0.79190439
116710280,0.789449632
116553280,0.785451651
116396240,0.783780038
116239664,0.780874312
116083296,0.777827203
115927144,0.77476579
115771200,0.770812273
115615216,0.76962626
115459688,0.76765734
115304376,0.76439935
115149016,0.763787746
114994120,0.760550082
114839176,0.760366023
114684696,0.757680118
114530168,0.757361531
114376104,0.755724251
114222248,0.752848089
114068344,0.752295911
113914904,0.749132335
113761416,0.748526335
113608384,0.745493114
113455312,0.74493295
113302688,0.742180109
113150032,0.741262436
112997824,0.73772192
112845568,0.736467779
112693768,0.732734919
112541928,0.731453717
112390536,0.728088796
112239104,0.727286637
112088120,0.724575818
111937096,0.722976983
111786272,0.722735941
111635904,0.720343411
111485480,0.719465911
111335272,0.71972549
111185504,0.717815697
111035696,0.71803081
110886328,0.715766251
110736920,0.714443207
110587720,0.71315825
110438712,0.712786674
110290152,0.710106492
110141552,0.708597183
109993144,0.70851326
109845184,0.705747545
109697184,0.704890549
109549616,0.701555431
109402008,0.699188411
109254608,0.698137343
109107640,0.694872439
108960624,0.693033516
108813816,0.691116095
108667200,0.689264059
108520784,0.688262939
108374800,0.685102642
108228784,0.683008134
108082952,0.681340218
107937328,0.680786729
107792128,0.677867711
107646896,0.675682783
107501848,0.673927248
107357008,0.6730721
107212592,0.670170426
107068128,0.668449879
106923872,0.667042017
106779800,0.665462852
106635928,0.663570166
106492248,0.661502302
106348760,0.659362614
106205472,0.65833658
106062608,0.655186415
105919696,0.653238237
105776984,0.651606262
105634464,0.650191605
105492128,0.650044739
105350224,0.6476807
105208272,0.646101713
105066520,0.644515276
104924952,0.643354118
104783584,0.642288148
104642400,0.640843689
104501400,0.64103663
104360832,0.638715923
104220216,0.637277007
104079792,0.635816634
103939552,0.634661257
103799512,0.633395433
103659648,0.632044792
103519984,0.630448282
103380504,0.628473878
103241208,0.626650095
103102104,0.624377966
102963184,0.623165488
102824680,0.6199494
102686136,0.61759907
102547776,0.615740418
102409608,0.614184558
102271616,0.612678051
102133824,0.610807836
101996208,0.609021664
101858776,0.608605146
101721760,0.606007218
101584704,0.605012894
101447824,0.603999197
101311136,0.602845073
101174632,0.601704657
