Molecular weight (g/mol),WF / dLog MW
"210608_P-SS065, Injection 1","210608_P-SS065, Injection 1"
79110.80469,7.239725113
79091.69531,7.217227936
79072.59375,7.19487524
79053.5,7.204231262
79034.49219,7.184675217
79015.49219,7.127767086
78996.40625,7.138522148
78977.41406,7.114113331
78958.42188,7.123176098
78939.52344,7.067699909
78920.54688,7.044028759
78901.57031,7.051962852
78882.6875,6.996849537
78863.72656,6.970513821
78844.76563,6.977846622
78825.89844,6.950202942
78807.03125,6.921996593
78788.17188,6.893593311
78769.3125,6.869122028
78750.46094,6.875124931
78731.70313,6.816692829
78712.85938,6.792369366
78694.02344,6.766226768
78675.1875,6.772241592
78656.44531,6.716370106
78637.61719,6.727508068
78618.88281,6.704978466
78600.15625,6.68225193
78581.42969,6.662608147
78562.71094,6.637392998
78543.99219,6.585567951
78525.19531,6.594094276
78506.49219,6.600274086
78487.875,6.549972534
78469.17969,6.555921078
78450.57031,6.505176544
78431.88281,6.481619358
78413.19531,6.489408016
78394.60156,6.43424511
78375.92188,6.445069313
78357.34375,6.387633324
78338.67188,6.393541336
78320.09375,6.342314243
78301.4375,6.377878666
78282.95313,6.329276085
78264.39063,6.278989315
78245.75,6.283508301
78227.19531,6.261776924
78208.64063,6.244272709
78190.10156,6.217074871
78171.55469,6.200071335
78153.02344,6.175638199
78134.48438,6.157478809
78115.96094,6.161960602
78097.52344,6.110247612
78079,6.089354515
78060.48438,6.06912899
78041.97656,6.045763016
78023.46875,6.025698185
78004.96875,6.028865337
77986.55469,5.979314804
77968.0625,5.956342697
77949.57813,5.930713177
77931.09375,5.934875965
77912.69531,5.914614677
77894.30469,5.866697788
77875.83594,5.8436656
77857.36719,5.850610256
77838.99219,5.800678253
77820.53125,5.807596207
77802.16406,5.75993824
77783.71875,5.736888885
77765.27344,5.742042065
77746.91406,5.697524548
77728.47656,5.702618122
77710.13281,5.655089378
77691.70313,5.660745621
77673.36719,5.613640308
77654.95313,5.615406036
77636.61719,5.572824001
77618.21094,5.549008369
77599.80469,5.557557583
77581.49219,5.507837296
77563.09375,5.486882687
77544.70313,5.48856163
77526.39844,5.442636967
77508.01563,5.418130398
77489.63281,5.425206661
77471.34375,5.375750065
77452.96875,5.356963158
77434.60156,5.338063717
77416.24219,5.316603184
77397.88281,5.298452377
77379.53125,5.279196739
77361.17969,5.286209583
77342.92188,5.24466753
77324.58594,5.225072861
77306.25,5.204695702
77287.91406,5.163492203
77269.5,5.169615746
77251.17969,5.149474144
77232.85938,5.131933212
77214.54688,5.090291023
77196.14844,5.097250938
77177.84375,5.078420639
77159.54688,5.057284832
77141.25,5.014809608
77122.875,4.992832661
77104.5,4.993998528
77086.21094,4.952703953
77067.85156,4.953510761
77049.57813,4.887578487
77031.13281,4.912516594
77012.86719,4.869823456
76994.52344,4.848557472
76976.17969,4.805399418
76957.75781,4.830976486
76939.50781,4.790876865
76921.17969,4.75141573
76902.77344,4.753961086
76884.45313,4.733728886
76866.13281,4.715137959
76847.82031,4.674122334
76829.42969,4.679210186
76811.125,4.63983202
76792.74219,4.62324667
76774.36719,4.625969887
76756.07813,4.584589005
76737.70313,4.586227894
76719.42188,4.525871277
76700.97656,4.548705101
76682.71094,4.505279541
76664.35156,4.488936901
76646.00781,4.468980312
76627.66406,4.451339722
76609.32813,4.432516098
76590.99219,4.412632465
76572.65625,4.396401882
76554.33594,4.377559185
76536.01563,4.359297276
76517.69531,4.323819637
76499.29688,4.328312874
76480.99219,4.308821678
76462.6875,4.271246433
76444.30469,4.272237778
76426.00781,4.236009598
76407.63281,4.236487865
76389.34375,4.219581604
76371.0625,4.182982445
76352.70313,4.163413525
76334.34375,4.145249367
76315.99219,4.144875526
76297.72656,4.1049757
76279.38281,4.086709023
76261.04688,4.086982727
76242.79688,4.047973633
76224.46094,4.033175468
76206.14063,4.014509678
76187.82031,3.994575262
76169.5,3.977333784
76151.1875,3.961500406
76132.875,3.945877314
76114.57031,3.931522131
76096.27344,3.915563583
76077.97656,3.883519888
76059.60156,3.903686047
76041.39844,3.854345322
76023.03906,3.853943348
76004.75781,3.838149786
75986.48438,3.824266195
75968.21875,3.805768251
75949.95313,3.772680044
75931.60938,3.774268866
75913.35156,3.739820957
75895.01563,3.73927474
75876.77344,3.720308065
75858.52344,3.70339036
75840.28906,3.667747974
75821.96875,3.669442177
75803.74219,3.634588718
75785.4375,3.631306171
75767.21094,3.597815275
75748.91406,3.596921444
75730.70313,3.564578772
75712.41406,3.548314333
75694.125,3.567209721
75676.00781,3.520664692
75657.73438,3.506340504
75639.46094,3.490874052
75621.1875,3.494008064
75603.00781,3.464100599
75584.75,3.450630903
75566.49219,3.453726768
75548.32813,3.422602415
75530.07813,3.426620722
75511.92188,3.394639969
75493.67969,3.383241653
75475.45313,3.382270575
75457.30469,3.352205038
75439.07813,3.33635354
75420.85938,3.320157528
75402.64063,3.320828915
75384.51563,3.288272381
75366.30469,3.27060461
75348.10156,3.268434048
75329.99219,3.22183156
75311.71094,3.237143517
75293.60938,3.205627203
75275.42188,3.205660582
75257.32031,3.177891731
75239.14844,3.162816286
75220.97656,3.147110462
75202.80469,3.135030031
75184.64063,3.137471199
75166.57031,3.109070539
75148.41406,3.110553026
75130.34375,3.084044695
75112.20313,3.069456339
75094.0625,3.056344748
75075.92188,3.042382956
75057.78906,3.043035507
75039.74219,3.014521122
75021.61719,3.001285076
75003.5,3.00178051
74985.46875,2.975899458
74967.35938,2.960402966
74949.25,2.946765423
74931.14844,2.947191
74913.13281,2.922905684
74895.03906,2.926653147
74877.03906,2.902398109
74858.95313,2.906139612
74840.95313,2.881489754
74822.875,2.87170434
74804.80469,2.875414848
74786.82031,2.853238106
74768.75781,2.855822086
74750.78125,2.831690788
74732.72656,2.831927061
74714.75781,2.806951761
74696.71875,2.791368246
74678.67188,2.790336847
74660.71875,2.762428522
74642.6875,2.759084225
74624.74219,2.7433815
74606.79688,2.728175879
74588.85938,2.700631618
74570.85156,2.696510315
74552.92188,2.679158688
74534.99219,2.653603315
74516.99219,2.654098988
74499.07813,2.631111145
74481.08594,2.634365797
74463.17969,2.624970436
74445.27344,2.616909266
74427.375,2.609572649
74409.48438,2.602018356
74391.59375,2.58355093
74373.625,2.587862492
74355.74219,2.581478596
74337.86719,2.571332455
74319.99219,2.562339067
74302.125,2.552651644
74284.26563,2.540712833
74266.40625,2.51735568
74248.46875,2.517982006
74230.61719,2.518843412
74212.85156,2.496002674
74195.00781,2.484874964
74177.17188,2.472983599
74159.33594,2.460734844
74141.50781,2.449538946
74123.67969,2.439510584
74105.85938,2.42969346
74088.03906,2.42261672
74070.22656,2.415397167
74052.42188,2.406977177
74034.61719,2.399425745
74016.82031,2.402023792
73999.10156,2.383816957
73981.3125,2.374105692
73963.52344,2.367093801
73945.74219,2.356772661
73927.96094,2.346876144
73910.1875,2.337202072
73892.42188,2.333730698
73874.73438,2.311680555
73856.97656,2.298047781
73839.21875,2.286983728
73821.46875,2.273744106
73803.71875,2.260756016
73785.96875,2.249303818
73768.23438,2.246439457
73750.57813,2.224672556
73732.84375,2.224588156
73715.20313,2.203240871
73697.47656,2.19494915
73679.75781,2.187106609
73662.04688,2.178588867
73644.33594,2.183005333
73626.71094,2.167648554
73609.00781,2.162410021
73591.3125,2.156500816
73573.61719,2.152068377
73555.92969,2.146686316
73538.24219,2.142066717
73520.5625,2.145097256
73502.96875,2.12934804
73485.29688,2.120619774
73467.625,2.113819838
73449.96875,2.114070415
73432.38281,2.09779954
73414.73438,2.087854862
73397.07813,2.079393148
73379.4375,2.069303036
73361.78906,2.060718298
73344.15625,2.050023079
73326.52344,2.050282001
73308.96875,2.033088684
73291.34375,2.024071932
73273.72656,2.01657486
73256.10938,2.018829584
73238.57813,1.993408322
73220.89063,2.004188299
73203.36719,1.988222003
73185.76563,1.983544946
73168.17188,1.976935863
73150.57813,1.970937848
73132.99219,1.97220695
73115.48438,1.946341634
73097.82813,1.956323504
73080.33594,1.938357592
73062.76563,1.930414319
73045.19531,1.923856616
73027.63281,1.924643755
73010.15625,1.899785399
72992.52344,1.899110079
72974.97656,1.895623803
72957.50781,1.87801373
72939.96875,1.868657947
72922.4375,1.857608914
72904.89844,1.850529909
72887.375,1.843148232
72869.85156,1.843180776
72852.40625,1.828861475
72834.89844,1.820633292
72817.38281,1.813783407
72799.875,1.80817163
72782.375,1.800974011
72764.875,1.795040846
72747.38281,1.788573503
72729.89063,1.782033682
72712.40625,1.782700896
72695,1.760300398
72677.44531,1.768956423
72660.05469,1.755249858
72642.58594,1.74877584
72625.11719,1.741805911
72607.65625,1.732775927
72590.20313,1.72413671
72572.75,1.713203788
72555.29688,1.703663588
72537.85156,1.694493055
72520.41406,1.69438827
72503.0625,1.670265675
72485.54688,1.679008842
72468.20313,1.661989093
72450.77344,1.654667854
72433.35938,1.646071076
72415.94531,1.637130499
72398.53125,1.629593492
72381.125,1.623722196
72363.72656,1.617121458
72346.32813,1.611019373
72328.92969,1.612498283
72311.625,1.590125203
72294.15625,1.600189924
72276.85938,1.585975051
72259.47656,1.571940541
72242.02344,1.578452229
72224.73438,1.555755258
72207.29688,1.55988729
72190.01563,1.541576266
72172.65625,1.530805945
72155.30469,1.520270467
72137.95313,1.511808634
72120.60938,1.504882455
72103.27344,1.497127414
72085.9375,1.490159869
72068.60938,1.483160496
72051.28125,1.477014422
72033.95313,1.472281337
72016.64063,1.466795325
71999.32031,1.464078546
71982.01563,1.466503978
71964.78906,1.456769943
71947.48438,1.453582764
71930.1875,1.449584246
71912.89063,1.444876075
71895.60156,1.441398621
71878.32031,1.429514885
71860.95313,1.439036012
71843.75781,1.425457835
71826.48438,1.417323709
71809.21875,1.407243609
71791.95313,1.397698522
71774.69531,1.387274146
71757.4375,1.378590822
71740.17969,1.372157812
71722.9375,1.362165213
71705.6875,1.355055332
71688.45313,1.346783996
71671.21875,1.338658333
71653.98438,1.331252337
71636.75781,1.323881269
71619.53125,1.318005443
71602.3125,1.319659352
71585.17969,1.303091764
71567.89063,1.309453964
71550.75781,1.293185115
71533.47656,1.299648404
71516.35938,1.282774091
71499.08594,1.2850945
71481.89844,1.280152917
71464.71094,1.274347425
71447.53125,1.26675725
71430.35156,1.259411931
71413.17969,1.254616499
71396.08594,1.234216332
71378.84375,1.2385391
71361.75781,1.220720053
71344.52344,1.22572124
71327.45313,1.208487034
71310.22656,1.207523942
71293.07813,1.206927061
71276.01563,1.189717889
71258.80469,1.194343567
71241.75,1.179109097
71224.53906,1.180977106
71207.41406,1.182821989
71190.375,1.169193268
71173.17969,1.177618146
71156.14844,1.164216161
71138.96094,1.173346639
71121.9375,1.165374279
71104.83594,1.162407637
71087.74219,1.15927434
71070.64844,1.155155659
71053.5625,1.149589062
71036.48438,1.135844231
71019.32031,1.139305472
71002.32813,1.121805787
70985.17969,1.125101566
70968.1875,1.108227253
70951.04688,1.107014418
70933.99219,1.105177283
70917.01563,1.087578773
70899.89063,1.090137601
70882.92188,1.072041631
70865.79688,1.075361609
70848.83594,1.05890131
70831.72656,1.057866335
70814.69531,1.052045822
70797.67188,1.046311021
70780.64844,1.042100191
70763.63281,1.036773682
70746.61719,1.036754966
70729.6875,1.022828817
70712.60938,1.026732087
70695.67969,1.012611866
70678.60938,1.015073419
70661.69531,0.997744799
70644.625,0.994056821
70627.64063,0.986690223
70610.66406,0.980069458
70593.6875,0.974946141
70576.71094,0.97046119
70559.74219,0.969574988
70542.85938,0.95511663
70525.82031,0.958846569
70508.9375,0.946157455
70491.91406,0.945332527
70474.96094,0.943331897
70458.01563,0.94146359
70441.07813,0.940498412
70424.14063,0.940302193
70407.21094,0.940310657
70390.28125,0.939041972
70373.35938,0.93752712
70356.44531,0.935522735
70339.52344,0.935625851
70322.61719,0.932877481
70305.71094,0.929917097
70288.80469,0.926585615
70271.90625,0.921476364
70255.00781,0.916064024
70238.11719,0.911340415
70221.23438,0.906407833
70204.35156,0.900341809
70187.46875,0.892472506
70170.59375,0.883730173
70153.72656,0.874507964
70136.85938,0.864964068
70120,0.856156826
70103.14063,0.84489882
70086.20313,0.847916067
70069.42969,0.835376799
70052.50781,0.840251088
70035.74219,0.835215449
70018.90625,0.832892537
70002.07031,0.832004488
69985.24219,0.828834772
69968.33594,0.837059617
69951.59375,0.828423858
69934.69531,0.835918009
69917.96094,0.827848196
69901.07813,0.833067417
69884.34375,0.823762536
69867.46875,0.824474633
69850.67188,0.825822949
69833.95313,0.815611064
69817.08594,0.818780303
69800.375,0.805786431
69783.51563,0.806788146
69766.82031,0.792097986
69749.96875,0.791957557
69733.27344,0.778107285
69716.42969,0.775356233
69699.67188,0.769269526
69682.91406,0.764663994
69666.15625,0.763923049
69649.48438,0.752956569
69632.66406,0.757117629
69616,0.74921447
69599.1875,0.751111507
69582.45313,0.750342071
69565.72656,0.749720097
69549,0.748317122
69532.27344,0.74601841
69515.5625,0.742406368
69498.84375,0.739165187
69482.14063,0.735188365
69465.42969,0.733986557
69448.73438,0.730068684
69432.03125,0.726617038
69415.34375,0.722191155
69398.64844,0.717755318
69381.96875,0.712681353
69365.28906,0.707148492
69348.60938,0.702785254
69331.9375,0.699441671
69315.26563,0.697149754
69298.60156,0.694715977
69281.9375,0.693897545
69265.28125,0.692611039
69248.63281,0.690812826
69231.98438,0.689273953
69215.33594,0.688920438
69198.69531,0.689283252
69182.05469,0.689199328
69165.42188,0.688223064
69148.79688,0.686309338
69132.17188,0.683260679
69115.54688,0.681276381
69098.92969,0.679583132
69082.32031,0.676291645
69065.71094,0.672521591
69049.10938,0.666715801
69032.50781,0.661070466
69015.90625,0.655437946
68999.3125,0.649858356
68982.72656,0.644184828
68966.14063,0.639652967
68949.5625,0.635316432
68932.98438,0.631620169
68916.40625,0.62920332
68899.83594,0.626274705
68883.27344,0.623689234
68866.71094,0.620741069
68850.15625,0.617717266
68833.60156,0.616320014
68817.05469,0.615768671
68800.50781,0.616062164
68783.96875,0.614219487
68767.42969,0.611943781
68750.89844,0.610648036
68734.36719,0.610417187
68717.84375,0.609685421
68701.32031,0.609015346
68684.80469,0.607550681
68668.28906,0.605873406
68651.78125,0.604052186
68635.27344,0.604440629
68618.85156,0.596274972
68602.27344,0.598302722
68585.78125,0.59907943
68569.36719,0.592062175
68552.80469,0.592782795
68536.32813,0.591694772
68519.84375,0.590800226
68503.375,0.591880023
68486.97656,0.589071274
68470.51563,0.58608824
68453.97656,0.593120933
68437.59375,0.59178704
68421.14063,0.588493049
68404.60938,0.594096839
68388.24219,0.591042936
68371.79688,0.590225458
68355.35938,0.590602756
68338.92969,0.590414286
68322.5,0.59022665
68306.07031,0.588548481
68289.64844,0.5855093
68273.22656,0.581671476
68256.8125,0.577889502
68240.40625,0.573762059
68224,0.570061505
68207.59375,0.567827523
68191.19531,0.566076458
68174.80469,0.562920094
68158.41406,0.560162842
68142.02344,0.560022235
68125.71875,0.552705944
68109.26563,0.556470752
68092.96094,0.553853095
68076.59375,0.553928435
68060.22656,0.554429471
68043.85938,0.554473341
68027.5,0.554047465
68011.14844,0.553956091
67994.79688,0.55379355
67978.44531,0.554988265
67962.10156,0.553362727
67945.76563,0.551582634
67929.42969,0.54884249
67913.09375,0.547397137
67896.84375,0.537763834
67880.44531,0.537975311
67864.19531,0.530580342
67847.80469,0.534527183
67831.57031,0.52859056
67815.1875,0.532335997
67798.95313,0.528811634
67782.65625,0.526618004
67766.35938,0.525800407
67750.07031,0.524420142
67733.78125,0.524060786
67717.49219,0.525148511
67701.21094,0.525869846
67684.9375,0.527804673
67668.73438,0.522111893
67652.39063,0.523515105
67636.125,0.52414161
67619.86719,0.524622262
67603.67969,0.518486977
67587.35938,0.519177973
67571.10938,0.517657578
67554.9375,0.511300206
67538.69531,0.503827453
67522.38281,0.501627028
67506.14844,0.500580072
67489.99219,0.496775717
67473.76563,0.492790729
67457.46875,0.495565474
67441.32031,0.491130263
67425.10938,0.489388108
67408.89844,0.489767343
67392.76563,0.484382927
67376.49219,0.485584795
67360.28906,0.486682475
67344.09375,0.489953727
67327.97656,0.487934828
67311.71875,0.493687719
67295.60938,0.493233532
67279.42969,0.495222569
67263.25,0.494380742
67247.00781,0.498962134
67230.91406,0.4960455
67214.75,0.494604856
67198.58594,0.490207791
67182.35938,0.490739524
